id,DELIVERY_DATE,TYPE_OF_RESERVES,PRODUCT,ENERGY_PRICE_[EUR/MWh],ENERGY_PRICE_PAYMENT_DIRECTION,OFFERED_CAPACITY_[MW],ALLOCATED_CAPACITY_[MW],COUNTRY,NOTE
20260523010-AFRR_N-UNIT_028-1,2026-05-23,aFRR,NEG_002,-5.0,GRID_TO_PROVIDER,5.0,5.0,SK,ENTSO-E BalancingEnergyBids
20260523010-AFRR_N-UNIT_058-1,2026-05-23,aFRR,NEG_002,-50.0,GRID_TO_PROVIDER,2.0,2.0,SK,ENTSO-E BalancingEnergyBids
20260523010-AFRR_N-UNIT_013-1,2026-05-23,aFRR,NEG_002,-10.0,GRID_TO_PROVIDER,21.0,21.0,SK,ENTSO-E BalancingEnergyBids
20260523010-AFRR_N-UNIT_010-1,2026-05-23,aFRR,NEG_002,-10.0,GRID_TO_PROVIDER,30.0,30.0,SK,ENTSO-E BalancingEnergyBids
20260523010-AFRR_N-UNIT_062-1,2026-05-23,aFRR,NEG_002,-29.0,GRID_TO_PROVIDER,11.0,11.0,SK,ENTSO-E BalancingEnergyBids
20260523010-AFRR_N-UNIT_043-1,2026-05-23,aFRR,NEG_002,10.0,GRID_TO_PROVIDER,3.0,3.0,SK,ENTSO-E BalancingEnergyBids
20260523010-AFRR_N-UNIT_104-1,2026-05-23,aFRR,NEG_002,-5.0,GRID_TO_PROVIDER,4.0,4.0,SK,ENTSO-E BalancingEnergyBids
20260523010-AFRR_N-UNIT_089-1,2026-05-23,aFRR,NEG_002,-127.41,GRID_TO_PROVIDER,3.0,3.0,SK,ENTSO-E BalancingEnergyBids
20260523010-AFRR_N-UNIT_097-1,2026-05-23,aFRR,NEG_002,0.0,GRID_TO_PROVIDER,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260523010-AFRR_N-UNIT_019-1,2026-05-23,aFRR,NEG_002,-199.0,GRID_TO_PROVIDER,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260523010-AFRR_N-UNIT_106-1,2026-05-23,aFRR,NEG_002,-19.0,GRID_TO_PROVIDER,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260523010-AFRR_N-UNIT_123-1,2026-05-23,aFRR,NEG_002,-5.0,GRID_TO_PROVIDER,6.0,6.0,SK,ENTSO-E BalancingEnergyBids
20260523010-AFRR_P-UNIT_068-1,2026-05-23,aFRR,POS_002,185.62,PROVIDER_TO_GRID,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260523010-AFRR_P-UNIT_065-1,2026-05-23,aFRR,POS_002,190.07,PROVIDER_TO_GRID,12.0,12.0,SK,ENTSO-E BalancingEnergyBids
20260523010-AFRR_P-UNIT_052-1,2026-05-23,aFRR,POS_002,140.0,PROVIDER_TO_GRID,31.0,31.0,SK,ENTSO-E BalancingEnergyBids
20260523010-AFRR_P-UNIT_047-1,2026-05-23,aFRR,POS_002,500.0,PROVIDER_TO_GRID,10.0,10.0,SK,ENTSO-E BalancingEnergyBids
20260523010-AFRR_P-UNIT_051-1,2026-05-23,aFRR,POS_002,350.0,PROVIDER_TO_GRID,5.0,5.0,SK,ENTSO-E BalancingEnergyBids
20260523010-AFRR_P-UNIT_069-1,2026-05-23,aFRR,POS_002,135.0,PROVIDER_TO_GRID,15.0,15.0,SK,ENTSO-E BalancingEnergyBids
20260523010-AFRR_P-UNIT_028-1,2026-05-23,aFRR,POS_002,185.62,PROVIDER_TO_GRID,5.0,5.0,SK,ENTSO-E BalancingEnergyBids
20260523010-AFRR_P-UNIT_058-1,2026-05-23,aFRR,POS_002,200.0,PROVIDER_TO_GRID,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260523010-AFRR_P-UNIT_008-1,2026-05-23,aFRR,POS_002,190.07,PROVIDER_TO_GRID,10.0,10.0,SK,ENTSO-E BalancingEnergyBids
20260523010-AFRR_P-UNIT_062-1,2026-05-23,aFRR,POS_002,139.0,PROVIDER_TO_GRID,8.0,8.0,SK,ENTSO-E BalancingEnergyBids
20260523010-AFRR_P-UNIT_043-1,2026-05-23,aFRR,POS_002,139.0,PROVIDER_TO_GRID,2.0,2.0,SK,ENTSO-E BalancingEnergyBids
20260523010-AFRR_P-UNIT_063-1,2026-05-23,aFRR,POS_002,110.0,PROVIDER_TO_GRID,9.0,9.0,SK,ENTSO-E BalancingEnergyBids
20260523010-AFRR_P-UNIT_104-1,2026-05-23,aFRR,POS_002,750.0,PROVIDER_TO_GRID,11.0,11.0,SK,ENTSO-E BalancingEnergyBids
20260523010-AFRR_P-UNIT_009-1,2026-05-23,aFRR,POS_002,190.07,PROVIDER_TO_GRID,3.0,3.0,SK,ENTSO-E BalancingEnergyBids
20260523010-AFRR_P-UNIT_106-1,2026-05-23,aFRR,POS_002,300.0,PROVIDER_TO_GRID,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260523010-AFRR_P-UNIT_123-1,2026-05-23,aFRR,POS_002,189.0,PROVIDER_TO_GRID,7.0,7.0,SK,ENTSO-E BalancingEnergyBids
20260523010-AFRR_N-UNIT_068-1,2026-05-23,aFRR,NEG_002,-5.0,GRID_TO_PROVIDER,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260523010-AFRR_N-UNIT_052-1,2026-05-23,aFRR,NEG_002,-30.0,GRID_TO_PROVIDER,7.0,7.0,SK,ENTSO-E BalancingEnergyBids
20260523010-AFRR_P-UNIT_019-1,2026-05-23,aFRR,POS_002,249.0,PROVIDER_TO_GRID,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260523011-AFRR_P-UNIT_068-1,2026-05-23,aFRR,POS_003,174.88,PROVIDER_TO_GRID,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260523011-AFRR_P-UNIT_065-1,2026-05-23,aFRR,POS_003,190.07,PROVIDER_TO_GRID,12.0,12.0,SK,ENTSO-E BalancingEnergyBids
20260523011-AFRR_P-UNIT_052-1,2026-05-23,aFRR,POS_003,140.0,PROVIDER_TO_GRID,31.0,31.0,SK,ENTSO-E BalancingEnergyBids
20260523011-AFRR_P-UNIT_047-1,2026-05-23,aFRR,POS_003,500.0,PROVIDER_TO_GRID,10.0,10.0,SK,ENTSO-E BalancingEnergyBids
20260523011-AFRR_P-UNIT_051-1,2026-05-23,aFRR,POS_003,350.0,PROVIDER_TO_GRID,5.0,5.0,SK,ENTSO-E BalancingEnergyBids
20260523011-AFRR_P-UNIT_069-1,2026-05-23,aFRR,POS_003,135.0,PROVIDER_TO_GRID,15.0,15.0,SK,ENTSO-E BalancingEnergyBids
20260523011-AFRR_P-UNIT_028-1,2026-05-23,aFRR,POS_003,174.88,PROVIDER_TO_GRID,5.0,5.0,SK,ENTSO-E BalancingEnergyBids
20260523011-AFRR_P-UNIT_058-1,2026-05-23,aFRR,POS_003,200.0,PROVIDER_TO_GRID,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260523011-AFRR_P-UNIT_008-1,2026-05-23,aFRR,POS_003,190.07,PROVIDER_TO_GRID,10.0,10.0,SK,ENTSO-E BalancingEnergyBids
20260523011-AFRR_P-UNIT_062-1,2026-05-23,aFRR,POS_003,131.0,PROVIDER_TO_GRID,8.0,8.0,SK,ENTSO-E BalancingEnergyBids
20260523011-AFRR_P-UNIT_043-1,2026-05-23,aFRR,POS_003,131.0,PROVIDER_TO_GRID,2.0,2.0,SK,ENTSO-E BalancingEnergyBids
20260523011-AFRR_P-UNIT_063-1,2026-05-23,aFRR,POS_003,110.0,PROVIDER_TO_GRID,9.0,9.0,SK,ENTSO-E BalancingEnergyBids
20260523011-AFRR_P-UNIT_104-1,2026-05-23,aFRR,POS_003,750.0,PROVIDER_TO_GRID,11.0,11.0,SK,ENTSO-E BalancingEnergyBids
20260523011-AFRR_P-UNIT_009-1,2026-05-23,aFRR,POS_003,190.07,PROVIDER_TO_GRID,3.0,3.0,SK,ENTSO-E BalancingEnergyBids
20260523011-AFRR_P-UNIT_106-1,2026-05-23,aFRR,POS_003,300.0,PROVIDER_TO_GRID,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260523011-AFRR_P-UNIT_123-1,2026-05-23,aFRR,POS_003,189.0,PROVIDER_TO_GRID,7.0,7.0,SK,ENTSO-E BalancingEnergyBids
20260523011-AFRR_N-UNIT_068-1,2026-05-23,aFRR,NEG_003,-5.0,GRID_TO_PROVIDER,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260523011-AFRR_N-UNIT_052-1,2026-05-23,aFRR,NEG_003,-30.0,GRID_TO_PROVIDER,7.0,7.0,SK,ENTSO-E BalancingEnergyBids
20260523011-AFRR_N-UNIT_051-1,2026-05-23,aFRR,NEG_003,-144.0,GRID_TO_PROVIDER,5.0,5.0,SK,ENTSO-E BalancingEnergyBids
20260523011-AFRR_N-UNIT_069-1,2026-05-23,aFRR,NEG_003,-150.0,GRID_TO_PROVIDER,12.0,12.0,SK,ENTSO-E BalancingEnergyBids
20260523011-AFRR_N-UNIT_028-1,2026-05-23,aFRR,NEG_003,-5.0,GRID_TO_PROVIDER,5.0,5.0,SK,ENTSO-E BalancingEnergyBids
20260523011-AFRR_N-UNIT_058-1,2026-05-23,aFRR,NEG_003,-50.0,GRID_TO_PROVIDER,2.0,2.0,SK,ENTSO-E BalancingEnergyBids
20260523011-AFRR_N-UNIT_013-1,2026-05-23,aFRR,NEG_003,-10.0,GRID_TO_PROVIDER,21.0,21.0,SK,ENTSO-E BalancingEnergyBids
20260523011-AFRR_N-UNIT_010-1,2026-05-23,aFRR,NEG_003,-10.0,GRID_TO_PROVIDER,30.0,30.0,SK,ENTSO-E BalancingEnergyBids
20260523011-AFRR_N-UNIT_062-1,2026-05-23,aFRR,NEG_003,-29.0,GRID_TO_PROVIDER,11.0,11.0,SK,ENTSO-E BalancingEnergyBids
20260523011-AFRR_N-UNIT_043-1,2026-05-23,aFRR,NEG_003,10.0,GRID_TO_PROVIDER,3.0,3.0,SK,ENTSO-E BalancingEnergyBids
20260523011-AFRR_N-UNIT_104-1,2026-05-23,aFRR,NEG_003,-5.0,GRID_TO_PROVIDER,4.0,4.0,SK,ENTSO-E BalancingEnergyBids
20260523011-AFRR_N-UNIT_089-1,2026-05-23,aFRR,NEG_003,-135.08,GRID_TO_PROVIDER,3.0,3.0,SK,ENTSO-E BalancingEnergyBids
20260523011-AFRR_N-UNIT_097-1,2026-05-23,aFRR,NEG_003,0.0,GRID_TO_PROVIDER,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260523011-AFRR_N-UNIT_019-1,2026-05-23,aFRR,NEG_003,-199.0,GRID_TO_PROVIDER,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260523011-AFRR_N-UNIT_106-1,2026-05-23,aFRR,NEG_003,-19.0,GRID_TO_PROVIDER,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260523011-AFRR_N-UNIT_123-1,2026-05-23,aFRR,NEG_003,-5.0,GRID_TO_PROVIDER,6.0,6.0,SK,ENTSO-E BalancingEnergyBids
20260523011-AFRR_P-UNIT_019-1,2026-05-23,aFRR,POS_003,247.0,PROVIDER_TO_GRID,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260523012-AFRR_P-UNIT_068-1,2026-05-23,aFRR,POS_004,177.87,PROVIDER_TO_GRID,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260523012-AFRR_P-UNIT_065-1,2026-05-23,aFRR,POS_004,190.07,PROVIDER_TO_GRID,12.0,12.0,SK,ENTSO-E BalancingEnergyBids
20260523012-AFRR_P-UNIT_052-1,2026-05-23,aFRR,POS_004,140.0,PROVIDER_TO_GRID,31.0,31.0,SK,ENTSO-E BalancingEnergyBids
20260523012-AFRR_P-UNIT_047-1,2026-05-23,aFRR,POS_004,500.0,PROVIDER_TO_GRID,10.0,10.0,SK,ENTSO-E BalancingEnergyBids
20260523012-AFRR_P-UNIT_051-1,2026-05-23,aFRR,POS_004,350.0,PROVIDER_TO_GRID,5.0,5.0,SK,ENTSO-E BalancingEnergyBids
20260523012-AFRR_P-UNIT_069-1,2026-05-23,aFRR,POS_004,135.0,PROVIDER_TO_GRID,15.0,15.0,SK,ENTSO-E BalancingEnergyBids
20260523012-AFRR_P-UNIT_028-1,2026-05-23,aFRR,POS_004,177.87,PROVIDER_TO_GRID,5.0,5.0,SK,ENTSO-E BalancingEnergyBids
20260523012-AFRR_P-UNIT_058-1,2026-05-23,aFRR,POS_004,200.0,PROVIDER_TO_GRID,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260523012-AFRR_P-UNIT_008-1,2026-05-23,aFRR,POS_004,190.07,PROVIDER_TO_GRID,10.0,10.0,SK,ENTSO-E BalancingEnergyBids
20260523012-AFRR_P-UNIT_062-1,2026-05-23,aFRR,POS_004,133.0,PROVIDER_TO_GRID,8.0,8.0,SK,ENTSO-E BalancingEnergyBids
20260523012-AFRR_P-UNIT_043-1,2026-05-23,aFRR,POS_004,133.0,PROVIDER_TO_GRID,2.0,2.0,SK,ENTSO-E BalancingEnergyBids
20260523012-AFRR_P-UNIT_063-1,2026-05-23,aFRR,POS_004,110.0,PROVIDER_TO_GRID,9.0,9.0,SK,ENTSO-E BalancingEnergyBids
20260523012-AFRR_P-UNIT_104-1,2026-05-23,aFRR,POS_004,750.0,PROVIDER_TO_GRID,11.0,11.0,SK,ENTSO-E BalancingEnergyBids
20260523012-AFRR_P-UNIT_009-1,2026-05-23,aFRR,POS_004,190.07,PROVIDER_TO_GRID,3.0,3.0,SK,ENTSO-E BalancingEnergyBids
20260523012-AFRR_P-UNIT_106-1,2026-05-23,aFRR,POS_004,300.0,PROVIDER_TO_GRID,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260523012-AFRR_P-UNIT_123-1,2026-05-23,aFRR,POS_004,189.0,PROVIDER_TO_GRID,7.0,7.0,SK,ENTSO-E BalancingEnergyBids
20260523012-AFRR_N-UNIT_068-1,2026-05-23,aFRR,NEG_004,-5.0,GRID_TO_PROVIDER,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260523012-AFRR_N-UNIT_052-1,2026-05-23,aFRR,NEG_004,-30.0,GRID_TO_PROVIDER,7.0,7.0,SK,ENTSO-E BalancingEnergyBids
20260523012-AFRR_N-UNIT_051-1,2026-05-23,aFRR,NEG_004,-144.0,GRID_TO_PROVIDER,5.0,5.0,SK,ENTSO-E BalancingEnergyBids
20260523012-AFRR_N-UNIT_069-1,2026-05-23,aFRR,NEG_004,-150.0,GRID_TO_PROVIDER,12.0,12.0,SK,ENTSO-E BalancingEnergyBids
20260523012-AFRR_N-UNIT_028-1,2026-05-23,aFRR,NEG_004,-5.0,GRID_TO_PROVIDER,5.0,5.0,SK,ENTSO-E BalancingEnergyBids
20260523012-AFRR_N-UNIT_058-1,2026-05-23,aFRR,NEG_004,-50.0,GRID_TO_PROVIDER,2.0,2.0,SK,ENTSO-E BalancingEnergyBids
20260523012-AFRR_N-UNIT_013-1,2026-05-23,aFRR,NEG_004,-10.0,GRID_TO_PROVIDER,21.0,21.0,SK,ENTSO-E BalancingEnergyBids
20260523012-AFRR_N-UNIT_010-1,2026-05-23,aFRR,NEG_004,-10.0,GRID_TO_PROVIDER,30.0,30.0,SK,ENTSO-E BalancingEnergyBids
20260523012-AFRR_N-UNIT_062-1,2026-05-23,aFRR,NEG_004,-29.0,GRID_TO_PROVIDER,11.0,11.0,SK,ENTSO-E BalancingEnergyBids
20260523012-AFRR_N-UNIT_043-1,2026-05-23,aFRR,NEG_004,10.0,GRID_TO_PROVIDER,3.0,3.0,SK,ENTSO-E BalancingEnergyBids
20260523012-AFRR_N-UNIT_104-1,2026-05-23,aFRR,NEG_004,-5.0,GRID_TO_PROVIDER,4.0,4.0,SK,ENTSO-E BalancingEnergyBids
20260523012-AFRR_N-UNIT_089-1,2026-05-23,aFRR,NEG_004,-132.95,GRID_TO_PROVIDER,3.0,3.0,SK,ENTSO-E BalancingEnergyBids
20260523012-AFRR_N-UNIT_097-1,2026-05-23,aFRR,NEG_004,0.0,GRID_TO_PROVIDER,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260523012-AFRR_N-UNIT_019-1,2026-05-23,aFRR,NEG_004,-199.0,GRID_TO_PROVIDER,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260523012-AFRR_N-UNIT_106-1,2026-05-23,aFRR,NEG_004,-19.0,GRID_TO_PROVIDER,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260523012-AFRR_N-UNIT_123-1,2026-05-23,aFRR,NEG_004,-5.0,GRID_TO_PROVIDER,6.0,6.0,SK,ENTSO-E BalancingEnergyBids
20260523012-AFRR_P-UNIT_019-1,2026-05-23,aFRR,POS_004,249.0,PROVIDER_TO_GRID,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260523013-AFRR_P-UNIT_068-1,2026-05-23,aFRR,POS_005,184.31,PROVIDER_TO_GRID,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260523013-AFRR_P-UNIT_052-1,2026-05-23,aFRR,POS_005,140.0,PROVIDER_TO_GRID,31.0,31.0,SK,ENTSO-E BalancingEnergyBids
20260523013-AFRR_P-UNIT_047-1,2026-05-23,aFRR,POS_005,500.0,PROVIDER_TO_GRID,10.0,10.0,SK,ENTSO-E BalancingEnergyBids
20260523013-AFRR_P-UNIT_051-1,2026-05-23,aFRR,POS_005,350.0,PROVIDER_TO_GRID,5.0,5.0,SK,ENTSO-E BalancingEnergyBids
20260523013-AFRR_P-UNIT_069-1,2026-05-23,aFRR,POS_005,135.0,PROVIDER_TO_GRID,15.0,15.0,SK,ENTSO-E BalancingEnergyBids
20260523013-AFRR_P-UNIT_028-1,2026-05-23,aFRR,POS_005,184.31,PROVIDER_TO_GRID,5.0,5.0,SK,ENTSO-E BalancingEnergyBids
20260523013-AFRR_P-UNIT_058-1,2026-05-23,aFRR,POS_005,200.0,PROVIDER_TO_GRID,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260523013-AFRR_P-UNIT_008-1,2026-05-23,aFRR,POS_005,190.07,PROVIDER_TO_GRID,14.0,14.0,SK,ENTSO-E BalancingEnergyBids
20260523013-AFRR_P-UNIT_062-1,2026-05-23,aFRR,POS_005,138.0,PROVIDER_TO_GRID,8.0,8.0,SK,ENTSO-E BalancingEnergyBids
20260523013-AFRR_P-UNIT_043-1,2026-05-23,aFRR,POS_005,138.0,PROVIDER_TO_GRID,2.0,2.0,SK,ENTSO-E BalancingEnergyBids
20260523013-AFRR_P-UNIT_063-1,2026-05-23,aFRR,POS_005,110.0,PROVIDER_TO_GRID,9.0,9.0,SK,ENTSO-E BalancingEnergyBids
20260523013-AFRR_P-UNIT_104-1,2026-05-23,aFRR,POS_005,750.0,PROVIDER_TO_GRID,11.0,11.0,SK,ENTSO-E BalancingEnergyBids
20260523013-AFRR_P-UNIT_009-1,2026-05-23,aFRR,POS_005,190.07,PROVIDER_TO_GRID,3.0,3.0,SK,ENTSO-E BalancingEnergyBids
20260523013-AFRR_P-UNIT_106-1,2026-05-23,aFRR,POS_005,300.0,PROVIDER_TO_GRID,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260523013-AFRR_P-UNIT_123-1,2026-05-23,aFRR,POS_005,189.0,PROVIDER_TO_GRID,6.0,6.0,SK,ENTSO-E BalancingEnergyBids
20260523013-AFRR_N-UNIT_068-1,2026-05-23,aFRR,NEG_005,-5.0,GRID_TO_PROVIDER,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260523013-AFRR_N-UNIT_052-1,2026-05-23,aFRR,NEG_005,-30.0,GRID_TO_PROVIDER,7.0,7.0,SK,ENTSO-E BalancingEnergyBids
20260523013-AFRR_N-UNIT_051-1,2026-05-23,aFRR,NEG_005,-144.0,GRID_TO_PROVIDER,5.0,5.0,SK,ENTSO-E BalancingEnergyBids
20260523013-AFRR_N-UNIT_069-1,2026-05-23,aFRR,NEG_005,-150.0,GRID_TO_PROVIDER,12.0,12.0,SK,ENTSO-E BalancingEnergyBids
20260523013-AFRR_N-UNIT_028-1,2026-05-23,aFRR,NEG_005,-5.0,GRID_TO_PROVIDER,5.0,5.0,SK,ENTSO-E BalancingEnergyBids
20260523013-AFRR_N-UNIT_058-1,2026-05-23,aFRR,NEG_005,-50.0,GRID_TO_PROVIDER,2.0,2.0,SK,ENTSO-E BalancingEnergyBids
20260523013-AFRR_N-UNIT_013-1,2026-05-23,aFRR,NEG_005,-10.0,GRID_TO_PROVIDER,21.0,21.0,SK,ENTSO-E BalancingEnergyBids
20260523013-AFRR_N-UNIT_010-1,2026-05-23,aFRR,NEG_005,-10.0,GRID_TO_PROVIDER,30.0,30.0,SK,ENTSO-E BalancingEnergyBids
20260523013-AFRR_N-UNIT_062-1,2026-05-23,aFRR,NEG_005,-29.0,GRID_TO_PROVIDER,11.0,11.0,SK,ENTSO-E BalancingEnergyBids
20260523013-AFRR_N-UNIT_043-1,2026-05-23,aFRR,NEG_005,10.0,GRID_TO_PROVIDER,4.0,4.0,SK,ENTSO-E BalancingEnergyBids
20260523013-AFRR_N-UNIT_104-1,2026-05-23,aFRR,NEG_005,-5.0,GRID_TO_PROVIDER,4.0,4.0,SK,ENTSO-E BalancingEnergyBids
20260523013-AFRR_N-UNIT_089-1,2026-05-23,aFRR,NEG_005,-128.35,GRID_TO_PROVIDER,3.0,3.0,SK,ENTSO-E BalancingEnergyBids
20260523013-AFRR_N-UNIT_097-1,2026-05-23,aFRR,NEG_005,0.0,GRID_TO_PROVIDER,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260523013-AFRR_N-UNIT_019-1,2026-05-23,aFRR,NEG_005,-199.0,GRID_TO_PROVIDER,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
