id,DELIVERY_DATE,TYPE_OF_RESERVES,PRODUCT,ENERGY_PRICE_[EUR/MWh],ENERGY_PRICE_PAYMENT_DIRECTION,OFFERED_CAPACITY_[MW],ALLOCATED_CAPACITY_[MW],COUNTRY,NOTE
20260523053-AFRR_N-UNIT_068-1,2026-05-23,aFRR,NEG_045,-38.71,GRID_TO_PROVIDER,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260523053-AFRR_N-UNIT_052-1,2026-05-23,aFRR,NEG_045,-30.0,GRID_TO_PROVIDER,6.0,6.0,SK,ENTSO-E BalancingEnergyBids
20260523053-AFRR_N-UNIT_051-1,2026-05-23,aFRR,NEG_045,-144.0,GRID_TO_PROVIDER,5.0,5.0,SK,ENTSO-E BalancingEnergyBids
20260523053-AFRR_N-UNIT_069-1,2026-05-23,aFRR,NEG_045,-250.0,GRID_TO_PROVIDER,12.0,12.0,SK,ENTSO-E BalancingEnergyBids
20260523053-AFRR_N-UNIT_058-1,2026-05-23,aFRR,NEG_045,-50.0,GRID_TO_PROVIDER,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260523053-AFRR_N-UNIT_013-1,2026-05-23,aFRR,NEG_045,-41.48,GRID_TO_PROVIDER,8.0,8.0,SK,ENTSO-E BalancingEnergyBids
20260523053-AFRR_N-UNIT_010-1,2026-05-23,aFRR,NEG_045,-41.48,GRID_TO_PROVIDER,30.0,30.0,SK,ENTSO-E BalancingEnergyBids
20260523053-AFRR_N-UNIT_043-1,2026-05-23,aFRR,NEG_045,10.0,GRID_TO_PROVIDER,2.0,2.0,SK,ENTSO-E BalancingEnergyBids
20260523053-AFRR_N-UNIT_104-1,2026-05-23,aFRR,NEG_045,0.0,GRID_TO_PROVIDER,4.0,4.0,SK,ENTSO-E BalancingEnergyBids
20260523053-AFRR_N-UNIT_089-1,2026-05-23,aFRR,NEG_045,-287.65,GRID_TO_PROVIDER,3.0,3.0,SK,ENTSO-E BalancingEnergyBids
20260523053-AFRR_N-UNIT_097-1,2026-05-23,aFRR,NEG_045,-50.0,GRID_TO_PROVIDER,5.0,5.0,SK,ENTSO-E BalancingEnergyBids
20260523053-AFRR_N-UNIT_019-1,2026-05-23,aFRR,NEG_045,-199.0,GRID_TO_PROVIDER,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260523053-AFRR_N-UNIT_106-1,2026-05-23,aFRR,NEG_045,-19.0,GRID_TO_PROVIDER,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260523053-AFRR_N-UNIT_123-1,2026-05-23,aFRR,NEG_045,-5.0,GRID_TO_PROVIDER,5.0,5.0,SK,ENTSO-E BalancingEnergyBids
20260523054-AFRR_P-UNIT_028-1,2026-05-23,aFRR,POS_046,5.0,PROVIDER_TO_GRID,5.0,5.0,SK,ENTSO-E BalancingEnergyBids
20260523054-AFRR_N-UNIT_028-1,2026-05-23,aFRR,NEG_046,-55.0,GRID_TO_PROVIDER,5.0,5.0,SK,ENTSO-E BalancingEnergyBids
20260523054-AFRR_P-UNIT_058-1,2026-05-23,aFRR,POS_046,200.0,PROVIDER_TO_GRID,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260523054-AFRR_P-UNIT_013-1,2026-05-23,aFRR,POS_046,190.07,PROVIDER_TO_GRID,20.0,20.0,SK,ENTSO-E BalancingEnergyBids
20260523054-AFRR_P-UNIT_062-1,2026-05-23,aFRR,POS_046,105.0,PROVIDER_TO_GRID,5.0,5.0,SK,ENTSO-E BalancingEnergyBids
20260523054-AFRR_P-UNIT_043-1,2026-05-23,aFRR,POS_046,105.0,PROVIDER_TO_GRID,3.0,3.0,SK,ENTSO-E BalancingEnergyBids
20260523054-AFRR_P-UNIT_063-1,2026-05-23,aFRR,POS_046,110.0,PROVIDER_TO_GRID,10.0,10.0,SK,ENTSO-E BalancingEnergyBids
20260523054-AFRR_P-UNIT_078-1,2026-05-23,aFRR,POS_046,749.0,PROVIDER_TO_GRID,3.0,3.0,SK,ENTSO-E BalancingEnergyBids
20260523054-AFRR_P-UNIT_104-1,2026-05-23,aFRR,POS_046,750.0,PROVIDER_TO_GRID,11.0,11.0,SK,ENTSO-E BalancingEnergyBids
20260523054-AFRR_P-UNIT_097-1,2026-05-23,aFRR,POS_046,85.0,PROVIDER_TO_GRID,2.0,2.0,SK,ENTSO-E BalancingEnergyBids
20260523054-AFRR_P-UNIT_019-1,2026-05-23,aFRR,POS_046,102.0,PROVIDER_TO_GRID,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260523054-AFRR_P-UNIT_106-1,2026-05-23,aFRR,POS_046,300.0,PROVIDER_TO_GRID,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260523054-AFRR_P-UNIT_123-1,2026-05-23,aFRR,POS_046,189.0,PROVIDER_TO_GRID,8.0,8.0,SK,ENTSO-E BalancingEnergyBids
20260523054-AFRR_N-UNIT_068-1,2026-05-23,aFRR,NEG_046,-46.43,GRID_TO_PROVIDER,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260523054-AFRR_N-UNIT_052-1,2026-05-23,aFRR,NEG_046,-30.0,GRID_TO_PROVIDER,6.0,6.0,SK,ENTSO-E BalancingEnergyBids
20260523054-AFRR_N-UNIT_051-1,2026-05-23,aFRR,NEG_046,-144.0,GRID_TO_PROVIDER,5.0,5.0,SK,ENTSO-E BalancingEnergyBids
20260523054-AFRR_N-UNIT_069-1,2026-05-23,aFRR,NEG_046,-250.0,GRID_TO_PROVIDER,12.0,12.0,SK,ENTSO-E BalancingEnergyBids
20260523054-AFRR_N-UNIT_058-1,2026-05-23,aFRR,NEG_046,-50.0,GRID_TO_PROVIDER,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260523054-AFRR_N-UNIT_013-1,2026-05-23,aFRR,NEG_046,-49.76,GRID_TO_PROVIDER,8.0,8.0,SK,ENTSO-E BalancingEnergyBids
20260523054-AFRR_N-UNIT_010-1,2026-05-23,aFRR,NEG_046,-49.76,GRID_TO_PROVIDER,30.0,30.0,SK,ENTSO-E BalancingEnergyBids
20260523054-AFRR_N-UNIT_043-1,2026-05-23,aFRR,NEG_046,10.0,GRID_TO_PROVIDER,2.0,2.0,SK,ENTSO-E BalancingEnergyBids
20260523054-AFRR_N-UNIT_104-1,2026-05-23,aFRR,NEG_046,0.0,GRID_TO_PROVIDER,4.0,4.0,SK,ENTSO-E BalancingEnergyBids
20260523054-AFRR_N-UNIT_089-1,2026-05-23,aFRR,NEG_046,-293.17,GRID_TO_PROVIDER,3.0,3.0,SK,ENTSO-E BalancingEnergyBids
20260523054-AFRR_N-UNIT_097-1,2026-05-23,aFRR,NEG_046,-50.0,GRID_TO_PROVIDER,5.0,5.0,SK,ENTSO-E BalancingEnergyBids
20260523054-AFRR_N-UNIT_019-1,2026-05-23,aFRR,NEG_046,-199.0,GRID_TO_PROVIDER,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260523054-AFRR_N-UNIT_106-1,2026-05-23,aFRR,NEG_046,-19.0,GRID_TO_PROVIDER,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260523054-AFRR_N-UNIT_123-1,2026-05-23,aFRR,NEG_046,-5.0,GRID_TO_PROVIDER,5.0,5.0,SK,ENTSO-E BalancingEnergyBids
20260523054-AFRR_P-UNIT_068-1,2026-05-23,aFRR,POS_046,132.0,PROVIDER_TO_GRID,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260523054-AFRR_P-UNIT_052-1,2026-05-23,aFRR,POS_046,140.0,PROVIDER_TO_GRID,31.0,31.0,SK,ENTSO-E BalancingEnergyBids
20260523054-AFRR_P-UNIT_047-1,2026-05-23,aFRR,POS_046,500.0,PROVIDER_TO_GRID,10.0,10.0,SK,ENTSO-E BalancingEnergyBids
20260523054-AFRR_P-UNIT_051-1,2026-05-23,aFRR,POS_046,350.0,PROVIDER_TO_GRID,17.0,17.0,SK,ENTSO-E BalancingEnergyBids
20260523054-AFRR_P-UNIT_069-1,2026-05-23,aFRR,POS_046,135.0,PROVIDER_TO_GRID,15.0,15.0,SK,ENTSO-E BalancingEnergyBids
20260523055-AFRR_P-UNIT_068-1,2026-05-23,aFRR,POS_047,132.0,PROVIDER_TO_GRID,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260523055-AFRR_P-UNIT_052-1,2026-05-23,aFRR,POS_047,140.0,PROVIDER_TO_GRID,31.0,31.0,SK,ENTSO-E BalancingEnergyBids
20260523055-AFRR_P-UNIT_047-1,2026-05-23,aFRR,POS_047,500.0,PROVIDER_TO_GRID,10.0,10.0,SK,ENTSO-E BalancingEnergyBids
20260523055-AFRR_P-UNIT_051-1,2026-05-23,aFRR,POS_047,350.0,PROVIDER_TO_GRID,17.0,17.0,SK,ENTSO-E BalancingEnergyBids
20260523055-AFRR_P-UNIT_069-1,2026-05-23,aFRR,POS_047,135.0,PROVIDER_TO_GRID,15.0,15.0,SK,ENTSO-E BalancingEnergyBids
20260523055-AFRR_P-UNIT_058-1,2026-05-23,aFRR,POS_047,200.0,PROVIDER_TO_GRID,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260523055-AFRR_P-UNIT_013-1,2026-05-23,aFRR,POS_047,190.07,PROVIDER_TO_GRID,20.0,20.0,SK,ENTSO-E BalancingEnergyBids
20260523055-AFRR_P-UNIT_062-1,2026-05-23,aFRR,POS_047,105.0,PROVIDER_TO_GRID,5.0,5.0,SK,ENTSO-E BalancingEnergyBids
20260523055-AFRR_P-UNIT_043-1,2026-05-23,aFRR,POS_047,105.0,PROVIDER_TO_GRID,3.0,3.0,SK,ENTSO-E BalancingEnergyBids
20260523055-AFRR_P-UNIT_063-1,2026-05-23,aFRR,POS_047,110.0,PROVIDER_TO_GRID,10.0,10.0,SK,ENTSO-E BalancingEnergyBids
20260523055-AFRR_P-UNIT_078-1,2026-05-23,aFRR,POS_047,749.0,PROVIDER_TO_GRID,3.0,3.0,SK,ENTSO-E BalancingEnergyBids
20260523055-AFRR_P-UNIT_104-1,2026-05-23,aFRR,POS_047,750.0,PROVIDER_TO_GRID,11.0,11.0,SK,ENTSO-E BalancingEnergyBids
20260523055-AFRR_P-UNIT_097-1,2026-05-23,aFRR,POS_047,85.0,PROVIDER_TO_GRID,2.0,2.0,SK,ENTSO-E BalancingEnergyBids
20260523055-AFRR_P-UNIT_019-1,2026-05-23,aFRR,POS_047,102.0,PROVIDER_TO_GRID,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260523055-AFRR_P-UNIT_106-1,2026-05-23,aFRR,POS_047,300.0,PROVIDER_TO_GRID,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260523055-AFRR_P-UNIT_123-1,2026-05-23,aFRR,POS_047,189.0,PROVIDER_TO_GRID,8.0,8.0,SK,ENTSO-E BalancingEnergyBids
20260523055-AFRR_N-UNIT_068-1,2026-05-23,aFRR,NEG_047,-56.74,GRID_TO_PROVIDER,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260523055-AFRR_N-UNIT_052-1,2026-05-23,aFRR,NEG_047,-30.0,GRID_TO_PROVIDER,6.0,6.0,SK,ENTSO-E BalancingEnergyBids
20260523055-AFRR_N-UNIT_051-1,2026-05-23,aFRR,NEG_047,-144.0,GRID_TO_PROVIDER,5.0,5.0,SK,ENTSO-E BalancingEnergyBids
20260523055-AFRR_N-UNIT_069-1,2026-05-23,aFRR,NEG_047,-250.0,GRID_TO_PROVIDER,12.0,12.0,SK,ENTSO-E BalancingEnergyBids
20260523055-AFRR_N-UNIT_058-1,2026-05-23,aFRR,NEG_047,-50.0,GRID_TO_PROVIDER,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260523055-AFRR_N-UNIT_013-1,2026-05-23,aFRR,NEG_047,-60.8,GRID_TO_PROVIDER,8.0,8.0,SK,ENTSO-E BalancingEnergyBids
20260523055-AFRR_N-UNIT_010-1,2026-05-23,aFRR,NEG_047,-60.8,GRID_TO_PROVIDER,30.0,30.0,SK,ENTSO-E BalancingEnergyBids
20260523055-AFRR_N-UNIT_043-1,2026-05-23,aFRR,NEG_047,10.0,GRID_TO_PROVIDER,2.0,2.0,SK,ENTSO-E BalancingEnergyBids
20260523055-AFRR_N-UNIT_104-1,2026-05-23,aFRR,NEG_047,0.0,GRID_TO_PROVIDER,4.0,4.0,SK,ENTSO-E BalancingEnergyBids
20260523055-AFRR_N-UNIT_089-1,2026-05-23,aFRR,NEG_047,-300.53,GRID_TO_PROVIDER,3.0,3.0,SK,ENTSO-E BalancingEnergyBids
20260523055-AFRR_N-UNIT_097-1,2026-05-23,aFRR,NEG_047,-50.0,GRID_TO_PROVIDER,5.0,5.0,SK,ENTSO-E BalancingEnergyBids
20260523055-AFRR_N-UNIT_019-1,2026-05-23,aFRR,NEG_047,-199.0,GRID_TO_PROVIDER,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260523055-AFRR_N-UNIT_106-1,2026-05-23,aFRR,NEG_047,-19.0,GRID_TO_PROVIDER,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260523055-AFRR_N-UNIT_123-1,2026-05-23,aFRR,NEG_047,-5.0,GRID_TO_PROVIDER,5.0,5.0,SK,ENTSO-E BalancingEnergyBids
20260523055-AFRR_P-UNIT_028-1,2026-05-23,aFRR,POS_047,5.0,PROVIDER_TO_GRID,5.0,5.0,SK,ENTSO-E BalancingEnergyBids
20260523055-AFRR_N-UNIT_028-1,2026-05-23,aFRR,NEG_047,-55.0,GRID_TO_PROVIDER,5.0,5.0,SK,ENTSO-E BalancingEnergyBids
20260523056-AFRR_P-UNIT_028-1,2026-05-23,aFRR,POS_048,5.0,PROVIDER_TO_GRID,5.0,5.0,SK,ENTSO-E BalancingEnergyBids
20260523056-AFRR_N-UNIT_028-1,2026-05-23,aFRR,NEG_048,-55.0,GRID_TO_PROVIDER,5.0,5.0,SK,ENTSO-E BalancingEnergyBids
20260523056-AFRR_P-UNIT_068-1,2026-05-23,aFRR,POS_048,132.0,PROVIDER_TO_GRID,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260523056-AFRR_P-UNIT_052-1,2026-05-23,aFRR,POS_048,140.0,PROVIDER_TO_GRID,31.0,31.0,SK,ENTSO-E BalancingEnergyBids
20260523056-AFRR_P-UNIT_047-1,2026-05-23,aFRR,POS_048,500.0,PROVIDER_TO_GRID,10.0,10.0,SK,ENTSO-E BalancingEnergyBids
20260523056-AFRR_P-UNIT_051-1,2026-05-23,aFRR,POS_048,350.0,PROVIDER_TO_GRID,17.0,17.0,SK,ENTSO-E BalancingEnergyBids
20260523056-AFRR_P-UNIT_069-1,2026-05-23,aFRR,POS_048,135.0,PROVIDER_TO_GRID,15.0,15.0,SK,ENTSO-E BalancingEnergyBids
20260523056-AFRR_P-UNIT_058-1,2026-05-23,aFRR,POS_048,200.0,PROVIDER_TO_GRID,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260523056-AFRR_P-UNIT_013-1,2026-05-23,aFRR,POS_048,190.07,PROVIDER_TO_GRID,20.0,20.0,SK,ENTSO-E BalancingEnergyBids
20260523056-AFRR_P-UNIT_062-1,2026-05-23,aFRR,POS_048,105.0,PROVIDER_TO_GRID,5.0,5.0,SK,ENTSO-E BalancingEnergyBids
20260523056-AFRR_P-UNIT_043-1,2026-05-23,aFRR,POS_048,105.0,PROVIDER_TO_GRID,3.0,3.0,SK,ENTSO-E BalancingEnergyBids
20260523056-AFRR_P-UNIT_063-1,2026-05-23,aFRR,POS_048,110.0,PROVIDER_TO_GRID,10.0,10.0,SK,ENTSO-E BalancingEnergyBids
20260523056-AFRR_P-UNIT_078-1,2026-05-23,aFRR,POS_048,749.0,PROVIDER_TO_GRID,3.0,3.0,SK,ENTSO-E BalancingEnergyBids
20260523056-AFRR_P-UNIT_104-1,2026-05-23,aFRR,POS_048,750.0,PROVIDER_TO_GRID,11.0,11.0,SK,ENTSO-E BalancingEnergyBids
20260523056-AFRR_P-UNIT_097-1,2026-05-23,aFRR,POS_048,85.0,PROVIDER_TO_GRID,2.0,2.0,SK,ENTSO-E BalancingEnergyBids
20260523056-AFRR_P-UNIT_019-1,2026-05-23,aFRR,POS_048,102.0,PROVIDER_TO_GRID,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260523056-AFRR_P-UNIT_106-1,2026-05-23,aFRR,POS_048,300.0,PROVIDER_TO_GRID,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260523056-AFRR_P-UNIT_123-1,2026-05-23,aFRR,POS_048,189.0,PROVIDER_TO_GRID,8.0,8.0,SK,ENTSO-E BalancingEnergyBids
20260523056-AFRR_N-UNIT_068-1,2026-05-23,aFRR,NEG_048,-55.13,GRID_TO_PROVIDER,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260523056-AFRR_N-UNIT_052-1,2026-05-23,aFRR,NEG_048,-30.0,GRID_TO_PROVIDER,6.0,6.0,SK,ENTSO-E BalancingEnergyBids
20260523056-AFRR_N-UNIT_051-1,2026-05-23,aFRR,NEG_048,-144.0,GRID_TO_PROVIDER,5.0,5.0,SK,ENTSO-E BalancingEnergyBids
20260523056-AFRR_N-UNIT_069-1,2026-05-23,aFRR,NEG_048,-250.0,GRID_TO_PROVIDER,12.0,12.0,SK,ENTSO-E BalancingEnergyBids
20260523056-AFRR_N-UNIT_058-1,2026-05-23,aFRR,NEG_048,-50.0,GRID_TO_PROVIDER,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260523056-AFRR_N-UNIT_013-1,2026-05-23,aFRR,NEG_048,-59.07,GRID_TO_PROVIDER,8.0,8.0,SK,ENTSO-E BalancingEnergyBids
20260523056-AFRR_N-UNIT_010-1,2026-05-23,aFRR,NEG_048,-59.07,GRID_TO_PROVIDER,30.0,30.0,SK,ENTSO-E BalancingEnergyBids
20260523056-AFRR_N-UNIT_043-1,2026-05-23,aFRR,NEG_048,10.0,GRID_TO_PROVIDER,2.0,2.0,SK,ENTSO-E BalancingEnergyBids
20260523056-AFRR_N-UNIT_104-1,2026-05-23,aFRR,NEG_048,0.0,GRID_TO_PROVIDER,4.0,4.0,SK,ENTSO-E BalancingEnergyBids
20260523056-AFRR_N-UNIT_089-1,2026-05-23,aFRR,NEG_048,-299.38,GRID_TO_PROVIDER,3.0,3.0,SK,ENTSO-E BalancingEnergyBids
20260523056-AFRR_N-UNIT_097-1,2026-05-23,aFRR,NEG_048,-50.0,GRID_TO_PROVIDER,5.0,5.0,SK,ENTSO-E BalancingEnergyBids
20260523056-AFRR_N-UNIT_019-1,2026-05-23,aFRR,NEG_048,-199.0,GRID_TO_PROVIDER,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260523056-AFRR_N-UNIT_106-1,2026-05-23,aFRR,NEG_048,-19.0,GRID_TO_PROVIDER,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260523056-AFRR_N-UNIT_123-1,2026-05-23,aFRR,NEG_048,-5.0,GRID_TO_PROVIDER,5.0,5.0,SK,ENTSO-E BalancingEnergyBids
20260523057-AFRR_P-UNIT_068-1,2026-05-23,aFRR,POS_049,132.0,PROVIDER_TO_GRID,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260523057-AFRR_P-UNIT_052-1,2026-05-23,aFRR,POS_049,140.0,PROVIDER_TO_GRID,31.0,31.0,SK,ENTSO-E BalancingEnergyBids
20260523057-AFRR_P-UNIT_047-1,2026-05-23,aFRR,POS_049,500.0,PROVIDER_TO_GRID,10.0,10.0,SK,ENTSO-E BalancingEnergyBids
20260523057-AFRR_P-UNIT_051-1,2026-05-23,aFRR,POS_049,350.0,PROVIDER_TO_GRID,17.0,17.0,SK,ENTSO-E BalancingEnergyBids
20260523057-AFRR_P-UNIT_069-1,2026-05-23,aFRR,POS_049,135.0,PROVIDER_TO_GRID,15.0,15.0,SK,ENTSO-E BalancingEnergyBids
20260523057-AFRR_P-UNIT_058-1,2026-05-23,aFRR,POS_049,200.0,PROVIDER_TO_GRID,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260523057-AFRR_P-UNIT_013-1,2026-05-23,aFRR,POS_049,190.07,PROVIDER_TO_GRID,20.0,20.0,SK,ENTSO-E BalancingEnergyBids
20260523057-AFRR_P-UNIT_062-1,2026-05-23,aFRR,POS_049,105.0,PROVIDER_TO_GRID,5.0,5.0,SK,ENTSO-E BalancingEnergyBids
20260523057-AFRR_P-UNIT_043-1,2026-05-23,aFRR,POS_049,105.0,PROVIDER_TO_GRID,3.0,3.0,SK,ENTSO-E BalancingEnergyBids
20260523057-AFRR_P-UNIT_063-1,2026-05-23,aFRR,POS_049,110.0,PROVIDER_TO_GRID,10.0,10.0,SK,ENTSO-E BalancingEnergyBids
20260523057-AFRR_P-UNIT_078-1,2026-05-23,aFRR,POS_049,749.0,PROVIDER_TO_GRID,3.0,3.0,SK,ENTSO-E BalancingEnergyBids
20260523057-AFRR_P-UNIT_104-1,2026-05-23,aFRR,POS_049,750.0,PROVIDER_TO_GRID,11.0,11.0,SK,ENTSO-E BalancingEnergyBids
20260523057-AFRR_P-UNIT_097-1,2026-05-23,aFRR,POS_049,85.0,PROVIDER_TO_GRID,3.0,3.0,SK,ENTSO-E BalancingEnergyBids
20260523057-AFRR_P-UNIT_019-1,2026-05-23,aFRR,POS_049,102.0,PROVIDER_TO_GRID,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260523057-AFRR_P-UNIT_106-1,2026-05-23,aFRR,POS_049,300.0,PROVIDER_TO_GRID,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260523057-AFRR_P-UNIT_123-1,2026-05-23,aFRR,POS_049,189.0,PROVIDER_TO_GRID,8.0,8.0,SK,ENTSO-E BalancingEnergyBids
20260523057-AFRR_N-UNIT_068-1,2026-05-23,aFRR,NEG_049,-41.72,GRID_TO_PROVIDER,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260523057-AFRR_N-UNIT_052-1,2026-05-23,aFRR,NEG_049,-30.0,GRID_TO_PROVIDER,6.0,6.0,SK,ENTSO-E BalancingEnergyBids
20260523057-AFRR_N-UNIT_051-1,2026-05-23,aFRR,NEG_049,-144.0,GRID_TO_PROVIDER,5.0,5.0,SK,ENTSO-E BalancingEnergyBids
20260523057-AFRR_N-UNIT_069-1,2026-05-23,aFRR,NEG_049,-250.0,GRID_TO_PROVIDER,12.0,12.0,SK,ENTSO-E BalancingEnergyBids
20260523057-AFRR_N-UNIT_058-1,2026-05-23,aFRR,NEG_049,-50.0,GRID_TO_PROVIDER,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260523057-AFRR_N-UNIT_013-1,2026-05-23,aFRR,NEG_049,-44.7,GRID_TO_PROVIDER,8.0,8.0,SK,ENTSO-E BalancingEnergyBids
20260523057-AFRR_N-UNIT_010-1,2026-05-23,aFRR,NEG_049,-44.7,GRID_TO_PROVIDER,30.0,30.0,SK,ENTSO-E BalancingEnergyBids
20260523057-AFRR_N-UNIT_043-1,2026-05-23,aFRR,NEG_049,10.0,GRID_TO_PROVIDER,2.0,2.0,SK,ENTSO-E BalancingEnergyBids
20260523057-AFRR_N-UNIT_104-1,2026-05-23,aFRR,NEG_049,0.0,GRID_TO_PROVIDER,4.0,4.0,SK,ENTSO-E BalancingEnergyBids
20260523057-AFRR_N-UNIT_089-1,2026-05-23,aFRR,NEG_049,-289.8,GRID_TO_PROVIDER,3.0,3.0,SK,ENTSO-E BalancingEnergyBids
20260523057-AFRR_N-UNIT_097-1,2026-05-23,aFRR,NEG_049,-50.0,GRID_TO_PROVIDER,4.0,4.0,SK,ENTSO-E BalancingEnergyBids
20260523057-AFRR_N-UNIT_019-1,2026-05-23,aFRR,NEG_049,-199.0,GRID_TO_PROVIDER,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260523057-AFRR_N-UNIT_106-1,2026-05-23,aFRR,NEG_049,-19.0,GRID_TO_PROVIDER,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260523057-AFRR_N-UNIT_123-1,2026-05-23,aFRR,NEG_049,-5.0,GRID_TO_PROVIDER,5.0,5.0,SK,ENTSO-E BalancingEnergyBids
20260523057-AFRR_P-UNIT_028-1,2026-05-23,aFRR,POS_049,5.0,PROVIDER_TO_GRID,5.0,5.0,SK,ENTSO-E BalancingEnergyBids
20260523057-AFRR_N-UNIT_028-1,2026-05-23,aFRR,NEG_049,-55.0,GRID_TO_PROVIDER,5.0,5.0,SK,ENTSO-E BalancingEnergyBids
20260523058-AFRR_P-UNIT_028-1,2026-05-23,aFRR,POS_050,5.0,PROVIDER_TO_GRID,5.0,5.0,SK,ENTSO-E BalancingEnergyBids
20260523058-AFRR_N-UNIT_028-1,2026-05-23,aFRR,NEG_050,-55.0,GRID_TO_PROVIDER,5.0,5.0,SK,ENTSO-E BalancingEnergyBids
20260523058-AFRR_P-UNIT_068-1,2026-05-23,aFRR,POS_050,132.0,PROVIDER_TO_GRID,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260523058-AFRR_P-UNIT_052-1,2026-05-23,aFRR,POS_050,140.0,PROVIDER_TO_GRID,31.0,31.0,SK,ENTSO-E BalancingEnergyBids
20260523058-AFRR_P-UNIT_047-1,2026-05-23,aFRR,POS_050,500.0,PROVIDER_TO_GRID,10.0,10.0,SK,ENTSO-E BalancingEnergyBids
20260523058-AFRR_P-UNIT_051-1,2026-05-23,aFRR,POS_050,350.0,PROVIDER_TO_GRID,17.0,17.0,SK,ENTSO-E BalancingEnergyBids
20260523058-AFRR_P-UNIT_069-1,2026-05-23,aFRR,POS_050,135.0,PROVIDER_TO_GRID,15.0,15.0,SK,ENTSO-E BalancingEnergyBids
20260523058-AFRR_P-UNIT_058-1,2026-05-23,aFRR,POS_050,200.0,PROVIDER_TO_GRID,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260523058-AFRR_P-UNIT_013-1,2026-05-23,aFRR,POS_050,190.07,PROVIDER_TO_GRID,20.0,20.0,SK,ENTSO-E BalancingEnergyBids
20260523058-AFRR_P-UNIT_062-1,2026-05-23,aFRR,POS_050,105.0,PROVIDER_TO_GRID,5.0,5.0,SK,ENTSO-E BalancingEnergyBids
20260523058-AFRR_P-UNIT_043-1,2026-05-23,aFRR,POS_050,105.0,PROVIDER_TO_GRID,3.0,3.0,SK,ENTSO-E BalancingEnergyBids
20260523058-AFRR_P-UNIT_063-1,2026-05-23,aFRR,POS_050,110.0,PROVIDER_TO_GRID,10.0,10.0,SK,ENTSO-E BalancingEnergyBids
20260523058-AFRR_P-UNIT_078-1,2026-05-23,aFRR,POS_050,749.0,PROVIDER_TO_GRID,3.0,3.0,SK,ENTSO-E BalancingEnergyBids
20260523058-AFRR_P-UNIT_104-1,2026-05-23,aFRR,POS_050,750.0,PROVIDER_TO_GRID,11.0,11.0,SK,ENTSO-E BalancingEnergyBids
20260523058-AFRR_P-UNIT_097-1,2026-05-23,aFRR,POS_050,85.0,PROVIDER_TO_GRID,3.0,3.0,SK,ENTSO-E BalancingEnergyBids
20260523058-AFRR_P-UNIT_019-1,2026-05-23,aFRR,POS_050,102.0,PROVIDER_TO_GRID,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260523058-AFRR_P-UNIT_106-1,2026-05-23,aFRR,POS_050,300.0,PROVIDER_TO_GRID,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260523058-AFRR_P-UNIT_123-1,2026-05-23,aFRR,POS_050,189.0,PROVIDER_TO_GRID,8.0,8.0,SK,ENTSO-E BalancingEnergyBids
20260523058-AFRR_N-UNIT_068-1,2026-05-23,aFRR,NEG_050,-30.95,GRID_TO_PROVIDER,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
