id,DELIVERY_DATE,TYPE_OF_RESERVES,PRODUCT,ENERGY_PRICE_[EUR/MWh],ENERGY_PRICE_PAYMENT_DIRECTION,OFFERED_CAPACITY_[MW],ALLOCATED_CAPACITY_[MW],COUNTRY,NOTE
20260226007-AFRR_N-UNIT_019-1,2026-02-26,aFRR,NEG_007,-199.0,GRID_TO_PROVIDER,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260226007-AFRR_N-UNIT_028-1,2026-02-26,aFRR,NEG_007,-200.0,GRID_TO_PROVIDER,14.0,14.0,SK,ENTSO-E BalancingEnergyBids
20260226007-AFRR_N-UNIT_043-1,2026-02-26,aFRR,NEG_007,10.0,GRID_TO_PROVIDER,7.0,7.0,SK,ENTSO-E BalancingEnergyBids
20260226007-AFRR_N-UNIT_052-1,2026-02-26,aFRR,NEG_007,-30.0,GRID_TO_PROVIDER,10.0,10.0,SK,ENTSO-E BalancingEnergyBids
20260226007-AFRR_N-UNIT_058-1,2026-02-26,aFRR,NEG_007,-5.0,GRID_TO_PROVIDER,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260226007-AFRR_N-UNIT_062-1,2026-02-26,aFRR,NEG_007,-29.0,GRID_TO_PROVIDER,15.0,15.0,SK,ENTSO-E BalancingEnergyBids
20260226007-AFRR_N-UNIT_068-1,2026-02-26,aFRR,NEG_007,-5.0,GRID_TO_PROVIDER,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260226007-AFRR_N-UNIT_069-1,2026-02-26,aFRR,NEG_007,-150.0,GRID_TO_PROVIDER,15.0,15.0,SK,ENTSO-E BalancingEnergyBids
20260226007-AFRR_N-UNIT_089-1,2026-02-26,aFRR,NEG_007,-185.28,GRID_TO_PROVIDER,3.0,3.0,SK,ENTSO-E BalancingEnergyBids
20260226007-AFRR_N-UNIT_104-1,2026-02-26,aFRR,NEG_007,20.0,GRID_TO_PROVIDER,4.0,4.0,SK,ENTSO-E BalancingEnergyBids
20260226007-AFRR_N-UNIT_106-1,2026-02-26,aFRR,NEG_007,-19.0,GRID_TO_PROVIDER,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260226007-AFRR_P-UNIT_003-1,2026-02-26,aFRR,POS_007,189.0,PROVIDER_TO_GRID,6.0,6.0,SK,ENTSO-E BalancingEnergyBids
20260226007-AFRR_P-UNIT_009-1,2026-02-26,aFRR,POS_007,165.0,PROVIDER_TO_GRID,3.0,3.0,SK,ENTSO-E BalancingEnergyBids
20260226007-AFRR_P-UNIT_019-1,2026-02-26,aFRR,POS_007,251.0,PROVIDER_TO_GRID,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260226007-AFRR_P-UNIT_028-1,2026-02-26,aFRR,POS_007,80.0,PROVIDER_TO_GRID,11.0,11.0,SK,ENTSO-E BalancingEnergyBids
20260226007-AFRR_P-UNIT_043-1,2026-02-26,aFRR,POS_007,90.0,PROVIDER_TO_GRID,2.0,2.0,SK,ENTSO-E BalancingEnergyBids
20260226007-AFRR_P-UNIT_047-1,2026-02-26,aFRR,POS_007,0.0,PROVIDER_TO_GRID,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260226007-AFRR_P-UNIT_052-1,2026-02-26,aFRR,POS_007,130.0,PROVIDER_TO_GRID,23.0,23.0,SK,ENTSO-E BalancingEnergyBids
20260226007-AFRR_P-UNIT_058-1,2026-02-26,aFRR,POS_007,132.0,PROVIDER_TO_GRID,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260226007-AFRR_P-UNIT_062-1,2026-02-26,aFRR,POS_007,90.0,PROVIDER_TO_GRID,9.0,9.0,SK,ENTSO-E BalancingEnergyBids
20260226007-AFRR_P-UNIT_063-1,2026-02-26,aFRR,POS_007,140.0,PROVIDER_TO_GRID,10.0,10.0,SK,ENTSO-E BalancingEnergyBids
20260226007-AFRR_P-UNIT_065-1,2026-02-26,aFRR,POS_007,165.0,PROVIDER_TO_GRID,16.0,16.0,SK,ENTSO-E BalancingEnergyBids
20260226007-AFRR_P-UNIT_068-1,2026-02-26,aFRR,POS_007,132.0,PROVIDER_TO_GRID,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260226007-AFRR_P-UNIT_069-1,2026-02-26,aFRR,POS_007,100.0,PROVIDER_TO_GRID,15.0,15.0,SK,ENTSO-E BalancingEnergyBids
20260226007-AFRR_P-UNIT_097-1,2026-02-26,aFRR,POS_007,85.0,PROVIDER_TO_GRID,7.0,7.0,SK,ENTSO-E BalancingEnergyBids
20260226007-AFRR_P-UNIT_104-1,2026-02-26,aFRR,POS_007,750.0,PROVIDER_TO_GRID,11.0,11.0,SK,ENTSO-E BalancingEnergyBids
20260226007-AFRR_P-UNIT_106-1,2026-02-26,aFRR,POS_007,300.0,PROVIDER_TO_GRID,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260226008-AFRR_N-UNIT_003-1,2026-02-26,aFRR,NEG_008,-5.0,GRID_TO_PROVIDER,4.0,4.0,SK,ENTSO-E BalancingEnergyBids
20260226008-AFRR_N-UNIT_013-1,2026-02-26,aFRR,NEG_008,-20.0,GRID_TO_PROVIDER,30.0,30.0,SK,ENTSO-E BalancingEnergyBids
20260226008-AFRR_N-UNIT_019-1,2026-02-26,aFRR,NEG_008,-199.0,GRID_TO_PROVIDER,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260226008-AFRR_N-UNIT_028-1,2026-02-26,aFRR,NEG_008,-200.0,GRID_TO_PROVIDER,14.0,14.0,SK,ENTSO-E BalancingEnergyBids
20260226008-AFRR_N-UNIT_043-1,2026-02-26,aFRR,NEG_008,10.0,GRID_TO_PROVIDER,7.0,7.0,SK,ENTSO-E BalancingEnergyBids
20260226008-AFRR_N-UNIT_052-1,2026-02-26,aFRR,NEG_008,-30.0,GRID_TO_PROVIDER,10.0,10.0,SK,ENTSO-E BalancingEnergyBids
20260226008-AFRR_N-UNIT_058-1,2026-02-26,aFRR,NEG_008,-5.0,GRID_TO_PROVIDER,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260226008-AFRR_N-UNIT_062-1,2026-02-26,aFRR,NEG_008,-29.0,GRID_TO_PROVIDER,15.0,15.0,SK,ENTSO-E BalancingEnergyBids
20260226008-AFRR_N-UNIT_068-1,2026-02-26,aFRR,NEG_008,-5.0,GRID_TO_PROVIDER,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260226008-AFRR_N-UNIT_069-1,2026-02-26,aFRR,NEG_008,-150.0,GRID_TO_PROVIDER,15.0,15.0,SK,ENTSO-E BalancingEnergyBids
20260226008-AFRR_N-UNIT_089-1,2026-02-26,aFRR,NEG_008,-189.56,GRID_TO_PROVIDER,3.0,3.0,SK,ENTSO-E BalancingEnergyBids
20260226008-AFRR_N-UNIT_104-1,2026-02-26,aFRR,NEG_008,20.0,GRID_TO_PROVIDER,4.0,4.0,SK,ENTSO-E BalancingEnergyBids
20260226008-AFRR_N-UNIT_106-1,2026-02-26,aFRR,NEG_008,-19.0,GRID_TO_PROVIDER,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260226008-AFRR_P-UNIT_003-1,2026-02-26,aFRR,POS_008,189.0,PROVIDER_TO_GRID,6.0,6.0,SK,ENTSO-E BalancingEnergyBids
20260226008-AFRR_P-UNIT_009-1,2026-02-26,aFRR,POS_008,165.0,PROVIDER_TO_GRID,3.0,3.0,SK,ENTSO-E BalancingEnergyBids
20260226008-AFRR_P-UNIT_019-1,2026-02-26,aFRR,POS_008,251.0,PROVIDER_TO_GRID,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260226008-AFRR_P-UNIT_028-1,2026-02-26,aFRR,POS_008,50.0,PROVIDER_TO_GRID,11.0,11.0,SK,ENTSO-E BalancingEnergyBids
20260226008-AFRR_P-UNIT_043-1,2026-02-26,aFRR,POS_008,90.0,PROVIDER_TO_GRID,2.0,2.0,SK,ENTSO-E BalancingEnergyBids
20260226008-AFRR_P-UNIT_047-1,2026-02-26,aFRR,POS_008,0.0,PROVIDER_TO_GRID,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260226008-AFRR_P-UNIT_052-1,2026-02-26,aFRR,POS_008,130.0,PROVIDER_TO_GRID,23.0,23.0,SK,ENTSO-E BalancingEnergyBids
20260226008-AFRR_P-UNIT_058-1,2026-02-26,aFRR,POS_008,132.0,PROVIDER_TO_GRID,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260226008-AFRR_P-UNIT_062-1,2026-02-26,aFRR,POS_008,90.0,PROVIDER_TO_GRID,9.0,9.0,SK,ENTSO-E BalancingEnergyBids
20260226008-AFRR_P-UNIT_063-1,2026-02-26,aFRR,POS_008,140.0,PROVIDER_TO_GRID,10.0,10.0,SK,ENTSO-E BalancingEnergyBids
20260226008-AFRR_P-UNIT_065-1,2026-02-26,aFRR,POS_008,165.0,PROVIDER_TO_GRID,16.0,16.0,SK,ENTSO-E BalancingEnergyBids
20260226008-AFRR_P-UNIT_068-1,2026-02-26,aFRR,POS_008,132.0,PROVIDER_TO_GRID,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260226008-AFRR_P-UNIT_069-1,2026-02-26,aFRR,POS_008,100.0,PROVIDER_TO_GRID,15.0,15.0,SK,ENTSO-E BalancingEnergyBids
20260226008-AFRR_P-UNIT_097-1,2026-02-26,aFRR,POS_008,85.0,PROVIDER_TO_GRID,7.0,7.0,SK,ENTSO-E BalancingEnergyBids
20260226008-AFRR_P-UNIT_104-1,2026-02-26,aFRR,POS_008,750.0,PROVIDER_TO_GRID,11.0,11.0,SK,ENTSO-E BalancingEnergyBids
20260226008-AFRR_P-UNIT_106-1,2026-02-26,aFRR,POS_008,300.0,PROVIDER_TO_GRID,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260226009-AFRR_N-UNIT_003-1,2026-02-26,aFRR,NEG_009,-5.0,GRID_TO_PROVIDER,4.0,4.0,SK,ENTSO-E BalancingEnergyBids
20260226009-AFRR_N-UNIT_013-1,2026-02-26,aFRR,NEG_009,-20.0,GRID_TO_PROVIDER,30.0,30.0,SK,ENTSO-E BalancingEnergyBids
20260226009-AFRR_N-UNIT_019-1,2026-02-26,aFRR,NEG_009,-199.0,GRID_TO_PROVIDER,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260226009-AFRR_N-UNIT_028-1,2026-02-26,aFRR,NEG_009,-200.0,GRID_TO_PROVIDER,14.0,14.0,SK,ENTSO-E BalancingEnergyBids
20260226009-AFRR_N-UNIT_043-1,2026-02-26,aFRR,NEG_009,10.0,GRID_TO_PROVIDER,7.0,7.0,SK,ENTSO-E BalancingEnergyBids
20260226009-AFRR_N-UNIT_052-1,2026-02-26,aFRR,NEG_009,-30.0,GRID_TO_PROVIDER,10.0,10.0,SK,ENTSO-E BalancingEnergyBids
20260226009-AFRR_N-UNIT_058-1,2026-02-26,aFRR,NEG_009,-5.0,GRID_TO_PROVIDER,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260226009-AFRR_N-UNIT_062-1,2026-02-26,aFRR,NEG_009,-29.0,GRID_TO_PROVIDER,15.0,15.0,SK,ENTSO-E BalancingEnergyBids
20260226009-AFRR_N-UNIT_068-1,2026-02-26,aFRR,NEG_009,-5.0,GRID_TO_PROVIDER,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260226009-AFRR_N-UNIT_069-1,2026-02-26,aFRR,NEG_009,-150.0,GRID_TO_PROVIDER,15.0,15.0,SK,ENTSO-E BalancingEnergyBids
20260226009-AFRR_N-UNIT_089-1,2026-02-26,aFRR,NEG_009,-186.59,GRID_TO_PROVIDER,3.0,3.0,SK,ENTSO-E BalancingEnergyBids
20260226009-AFRR_N-UNIT_104-1,2026-02-26,aFRR,NEG_009,20.0,GRID_TO_PROVIDER,4.0,4.0,SK,ENTSO-E BalancingEnergyBids
20260226009-AFRR_N-UNIT_106-1,2026-02-26,aFRR,NEG_009,-19.0,GRID_TO_PROVIDER,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260226009-AFRR_P-UNIT_003-1,2026-02-26,aFRR,POS_009,189.0,PROVIDER_TO_GRID,6.0,6.0,SK,ENTSO-E BalancingEnergyBids
20260226009-AFRR_P-UNIT_009-1,2026-02-26,aFRR,POS_009,165.0,PROVIDER_TO_GRID,3.0,3.0,SK,ENTSO-E BalancingEnergyBids
20260226009-AFRR_P-UNIT_019-1,2026-02-26,aFRR,POS_009,251.0,PROVIDER_TO_GRID,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260226009-AFRR_P-UNIT_028-1,2026-02-26,aFRR,POS_009,50.0,PROVIDER_TO_GRID,11.0,11.0,SK,ENTSO-E BalancingEnergyBids
20260226009-AFRR_P-UNIT_043-1,2026-02-26,aFRR,POS_009,90.0,PROVIDER_TO_GRID,2.0,2.0,SK,ENTSO-E BalancingEnergyBids
20260226009-AFRR_P-UNIT_047-1,2026-02-26,aFRR,POS_009,0.0,PROVIDER_TO_GRID,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260226009-AFRR_P-UNIT_052-1,2026-02-26,aFRR,POS_009,130.0,PROVIDER_TO_GRID,23.0,23.0,SK,ENTSO-E BalancingEnergyBids
20260226009-AFRR_P-UNIT_058-1,2026-02-26,aFRR,POS_009,132.0,PROVIDER_TO_GRID,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260226009-AFRR_P-UNIT_062-1,2026-02-26,aFRR,POS_009,90.0,PROVIDER_TO_GRID,9.0,9.0,SK,ENTSO-E BalancingEnergyBids
20260226009-AFRR_P-UNIT_063-1,2026-02-26,aFRR,POS_009,140.0,PROVIDER_TO_GRID,10.0,10.0,SK,ENTSO-E BalancingEnergyBids
20260226009-AFRR_P-UNIT_065-1,2026-02-26,aFRR,POS_009,165.0,PROVIDER_TO_GRID,16.0,16.0,SK,ENTSO-E BalancingEnergyBids
20260226009-AFRR_P-UNIT_068-1,2026-02-26,aFRR,POS_009,132.0,PROVIDER_TO_GRID,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260226009-AFRR_P-UNIT_069-1,2026-02-26,aFRR,POS_009,100.0,PROVIDER_TO_GRID,15.0,15.0,SK,ENTSO-E BalancingEnergyBids
20260226009-AFRR_P-UNIT_097-1,2026-02-26,aFRR,POS_009,85.0,PROVIDER_TO_GRID,7.0,7.0,SK,ENTSO-E BalancingEnergyBids
20260226009-AFRR_P-UNIT_104-1,2026-02-26,aFRR,POS_009,750.0,PROVIDER_TO_GRID,11.0,11.0,SK,ENTSO-E BalancingEnergyBids
20260226009-AFRR_P-UNIT_106-1,2026-02-26,aFRR,POS_009,300.0,PROVIDER_TO_GRID,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260226010-AFRR_N-UNIT_003-1,2026-02-26,aFRR,NEG_010,-5.0,GRID_TO_PROVIDER,4.0,4.0,SK,ENTSO-E BalancingEnergyBids
20260226010-AFRR_N-UNIT_013-1,2026-02-26,aFRR,NEG_010,-20.0,GRID_TO_PROVIDER,30.0,30.0,SK,ENTSO-E BalancingEnergyBids
20260226010-AFRR_N-UNIT_019-1,2026-02-26,aFRR,NEG_010,-199.0,GRID_TO_PROVIDER,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260226010-AFRR_N-UNIT_028-1,2026-02-26,aFRR,NEG_010,-200.0,GRID_TO_PROVIDER,14.0,14.0,SK,ENTSO-E BalancingEnergyBids
20260226010-AFRR_N-UNIT_043-1,2026-02-26,aFRR,NEG_010,10.0,GRID_TO_PROVIDER,7.0,7.0,SK,ENTSO-E BalancingEnergyBids
20260226010-AFRR_N-UNIT_052-1,2026-02-26,aFRR,NEG_010,-30.0,GRID_TO_PROVIDER,10.0,10.0,SK,ENTSO-E BalancingEnergyBids
20260226010-AFRR_N-UNIT_058-1,2026-02-26,aFRR,NEG_010,-5.0,GRID_TO_PROVIDER,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260226010-AFRR_N-UNIT_062-1,2026-02-26,aFRR,NEG_010,-29.0,GRID_TO_PROVIDER,15.0,15.0,SK,ENTSO-E BalancingEnergyBids
20260226010-AFRR_N-UNIT_068-1,2026-02-26,aFRR,NEG_010,-5.0,GRID_TO_PROVIDER,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260226010-AFRR_N-UNIT_069-1,2026-02-26,aFRR,NEG_010,-150.0,GRID_TO_PROVIDER,15.0,15.0,SK,ENTSO-E BalancingEnergyBids
20260226010-AFRR_N-UNIT_089-1,2026-02-26,aFRR,NEG_010,-187.42,GRID_TO_PROVIDER,3.0,3.0,SK,ENTSO-E BalancingEnergyBids
20260226010-AFRR_N-UNIT_104-1,2026-02-26,aFRR,NEG_010,20.0,GRID_TO_PROVIDER,4.0,4.0,SK,ENTSO-E BalancingEnergyBids
20260226010-AFRR_N-UNIT_106-1,2026-02-26,aFRR,NEG_010,-19.0,GRID_TO_PROVIDER,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260226010-AFRR_P-UNIT_003-1,2026-02-26,aFRR,POS_010,189.0,PROVIDER_TO_GRID,6.0,6.0,SK,ENTSO-E BalancingEnergyBids
20260226010-AFRR_P-UNIT_009-1,2026-02-26,aFRR,POS_010,165.0,PROVIDER_TO_GRID,3.0,3.0,SK,ENTSO-E BalancingEnergyBids
20260226010-AFRR_P-UNIT_019-1,2026-02-26,aFRR,POS_010,251.0,PROVIDER_TO_GRID,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260226010-AFRR_P-UNIT_028-1,2026-02-26,aFRR,POS_010,50.0,PROVIDER_TO_GRID,11.0,11.0,SK,ENTSO-E BalancingEnergyBids
20260226010-AFRR_P-UNIT_043-1,2026-02-26,aFRR,POS_010,90.0,PROVIDER_TO_GRID,2.0,2.0,SK,ENTSO-E BalancingEnergyBids
20260226010-AFRR_P-UNIT_047-1,2026-02-26,aFRR,POS_010,0.0,PROVIDER_TO_GRID,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260226010-AFRR_P-UNIT_052-1,2026-02-26,aFRR,POS_010,130.0,PROVIDER_TO_GRID,23.0,23.0,SK,ENTSO-E BalancingEnergyBids
20260226010-AFRR_P-UNIT_058-1,2026-02-26,aFRR,POS_010,132.0,PROVIDER_TO_GRID,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260226010-AFRR_P-UNIT_062-1,2026-02-26,aFRR,POS_010,90.0,PROVIDER_TO_GRID,9.0,9.0,SK,ENTSO-E BalancingEnergyBids
20260226010-AFRR_P-UNIT_063-1,2026-02-26,aFRR,POS_010,140.0,PROVIDER_TO_GRID,10.0,10.0,SK,ENTSO-E BalancingEnergyBids
20260226010-AFRR_P-UNIT_065-1,2026-02-26,aFRR,POS_010,165.0,PROVIDER_TO_GRID,16.0,16.0,SK,ENTSO-E BalancingEnergyBids
20260226010-AFRR_P-UNIT_068-1,2026-02-26,aFRR,POS_010,132.0,PROVIDER_TO_GRID,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260226010-AFRR_P-UNIT_069-1,2026-02-26,aFRR,POS_010,100.0,PROVIDER_TO_GRID,15.0,15.0,SK,ENTSO-E BalancingEnergyBids
20260226010-AFRR_P-UNIT_097-1,2026-02-26,aFRR,POS_010,85.0,PROVIDER_TO_GRID,7.0,7.0,SK,ENTSO-E BalancingEnergyBids
20260226010-AFRR_P-UNIT_104-1,2026-02-26,aFRR,POS_010,750.0,PROVIDER_TO_GRID,11.0,11.0,SK,ENTSO-E BalancingEnergyBids
20260226010-AFRR_P-UNIT_106-1,2026-02-26,aFRR,POS_010,300.0,PROVIDER_TO_GRID,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260226011-AFRR_N-UNIT_003-1,2026-02-26,aFRR,NEG_011,-5.0,GRID_TO_PROVIDER,4.0,4.0,SK,ENTSO-E BalancingEnergyBids
20260226011-AFRR_N-UNIT_013-1,2026-02-26,aFRR,NEG_011,-20.0,GRID_TO_PROVIDER,30.0,30.0,SK,ENTSO-E BalancingEnergyBids
20260226011-AFRR_N-UNIT_019-1,2026-02-26,aFRR,NEG_011,-199.0,GRID_TO_PROVIDER,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260226011-AFRR_N-UNIT_028-1,2026-02-26,aFRR,NEG_011,-200.0,GRID_TO_PROVIDER,14.0,14.0,SK,ENTSO-E BalancingEnergyBids
20260226011-AFRR_N-UNIT_043-1,2026-02-26,aFRR,NEG_011,10.0,GRID_TO_PROVIDER,7.0,7.0,SK,ENTSO-E BalancingEnergyBids
20260226011-AFRR_N-UNIT_052-1,2026-02-26,aFRR,NEG_011,-30.0,GRID_TO_PROVIDER,10.0,10.0,SK,ENTSO-E BalancingEnergyBids
20260226011-AFRR_N-UNIT_058-1,2026-02-26,aFRR,NEG_011,-5.0,GRID_TO_PROVIDER,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260226011-AFRR_N-UNIT_062-1,2026-02-26,aFRR,NEG_011,-29.0,GRID_TO_PROVIDER,15.0,15.0,SK,ENTSO-E BalancingEnergyBids
20260226011-AFRR_N-UNIT_068-1,2026-02-26,aFRR,NEG_011,-5.0,GRID_TO_PROVIDER,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260226011-AFRR_N-UNIT_069-1,2026-02-26,aFRR,NEG_011,-150.0,GRID_TO_PROVIDER,15.0,15.0,SK,ENTSO-E BalancingEnergyBids
20260226011-AFRR_N-UNIT_089-1,2026-02-26,aFRR,NEG_011,-187.28,GRID_TO_PROVIDER,3.0,3.0,SK,ENTSO-E BalancingEnergyBids
20260226011-AFRR_N-UNIT_104-1,2026-02-26,aFRR,NEG_011,20.0,GRID_TO_PROVIDER,4.0,4.0,SK,ENTSO-E BalancingEnergyBids
20260226011-AFRR_N-UNIT_106-1,2026-02-26,aFRR,NEG_011,-19.0,GRID_TO_PROVIDER,1.0,1.0,SK,ENTSO-E BalancingEnergyBids
20260226011-AFRR_P-UNIT_003-1,2026-02-26,aFRR,POS_011,189.0,PROVIDER_TO_GRID,6.0,6.0,SK,ENTSO-E BalancingEnergyBids
20260226011-AFRR_P-UNIT_009-1,2026-02-26,aFRR,POS_011,165.0,PROVIDER_TO_GRID,3.0,3.0,SK,ENTSO-E BalancingEnergyBids
