deliveryDay,period,deliveryStart,deliveryEnd,price,priceWeightedAverage,priceAverage,lastPrice,minimalPrice,maximalPrice,successfulVolume,purchaseSuccessfulVolume,saleSuccessfulVolume
2025-03-01,32,2025-03-01T06:45:00Z,2025-03-01T07:00:00Z,143.59,143.59,144.11,144.6,139.41,152.79,44.6,26.2,18.4
2025-03-01,33,2025-03-01T07:00:00Z,2025-03-01T07:15:00Z,134.93,134.93,140.64,140.0,126.0,149.68,155.3,38.0,117.3
2025-03-01,34,2025-03-01T07:15:00Z,2025-03-01T07:30:00Z,136.5,136.5,136.96,139.13,126.0,160.66,37.6,3.6,34.0
2025-03-01,35,2025-03-01T07:30:00Z,2025-03-01T07:45:00Z,141.71,141.71,138.51,130.08,127.9,146.0,62.3,39.8,22.5
2025-03-01,36,2025-03-01T07:45:00Z,2025-03-01T08:00:00Z,139.93,139.93,133.51,124.92,124.92,146.0,148.4,89.0,59.4
2025-03-01,37,2025-03-01T08:00:00Z,2025-03-01T08:15:00Z,160.35,160.35,154.36,140.87,140.87,182.0,29.9,29.3,0.6
2025-03-01,38,2025-03-01T08:15:00Z,2025-03-01T08:30:00Z,144.79,144.79,143.56,138.37,138.37,146.0,25.7,18.4,7.3
2025-03-01,39,2025-03-01T08:30:00Z,2025-03-01T08:45:00Z,125.36,125.36,130.94,104.62,104.62,146.0,22.3,1.4,20.9
2025-03-01,40,2025-03-01T08:45:00Z,2025-03-01T09:00:00Z,104.13,104.13,104.32,95.6,95.6,125.0,63.4,3.2,60.2
2025-03-01,41,2025-03-01T09:00:00Z,2025-03-01T09:15:00Z,136.01,136.01,134.89,133.02,114.0,146.77,36.7,4.1,32.6
2025-03-01,42,2025-03-01T09:15:00Z,2025-03-01T09:30:00Z,117.3,117.3,120.41,111.77,111.77,129.53,33.7,4.0,29.7
2025-03-01,43,2025-03-01T09:30:00Z,2025-03-01T09:45:00Z,130.5,130.5,124.54,121.89,119.51,133.0,33.1,27.5,5.6
2025-03-01,44,2025-03-01T09:45:00Z,2025-03-01T10:00:00Z,114.38,114.38,107.31,93.38,92.25,133.0,47.3,31.5,15.8
2025-03-01,45,2025-03-01T10:00:00Z,2025-03-01T10:15:00Z,115.58,115.58,115.54,104.52,104.52,119.0,21.0,18.7,2.3
2025-03-01,46,2025-03-01T10:15:00Z,2025-03-01T10:30:00Z,113.19,113.19,115.93,103.51,103.51,119.0,19.7,9.4,10.3
2025-03-01,47,2025-03-01T10:30:00Z,2025-03-01T10:45:00Z,100.19,100.19,101.53,92.68,92.59,108.98,26.5,14.1,12.4
2025-03-01,48,2025-03-01T10:45:00Z,2025-03-01T11:00:00Z,98.06,98.06,98.88,96.52,94.0,102.0,42.7,13.3,29.4
2025-03-01,49,2025-03-01T11:00:00Z,2025-03-01T11:15:00Z,107.69,107.69,107.7,103.5,102.99,117.3,34.3,28.1,6.2
2025-03-01,50,2025-03-01T11:15:00Z,2025-03-01T11:30:00Z,103.47,103.47,101.97,94.72,93.7,110.27,22.2,11.7,10.5
2025-03-01,51,2025-03-01T11:30:00Z,2025-03-01T11:45:00Z,95.0,95.0,95.55,91.92,91.62,105.02,36.3,4.2,32.1
2025-03-01,52,2025-03-01T11:45:00Z,2025-03-01T12:00:00Z,91.65,91.65,92.32,90.15,88.31,99.86,65.4,11.9,53.5
2025-03-01,53,2025-03-01T12:00:00Z,2025-03-01T12:15:00Z,98.77,98.77,100.62,75.12,75.12,104.0,58.0,23.5,34.5
2025-03-01,54,2025-03-01T12:15:00Z,2025-03-01T12:30:00Z,96.4,96.4,96.49,92.01,89.33,104.0,24.8,8.7,16.1
2025-03-01,55,2025-03-01T12:30:00Z,2025-03-01T12:45:00Z,94.68,94.68,94.62,94.09,89.0,99.01,23.6,7.6,16.0
2025-03-01,56,2025-03-01T12:45:00Z,2025-03-01T13:00:00Z,96.06,96.06,94.2,96.04,89.0,104.0,35.1,25.6,9.5
2025-03-01,57,2025-03-01T13:00:00Z,2025-03-01T13:15:00Z,100.79,100.79,95.19,93.81,86.0,107.0,35.1,21.1,14.0
2025-03-01,58,2025-03-01T13:15:00Z,2025-03-01T13:30:00Z,91.57,91.57,93.25,83.23,83.23,104.46,19.0,2.8,16.2
2025-03-01,59,2025-03-01T13:30:00Z,2025-03-01T13:45:00Z,99.57,99.57,100.97,99.1,92.0,122.93,24.4,9.6,14.8
2025-03-01,60,2025-03-01T13:45:00Z,2025-03-01T14:00:00Z,101.99,101.99,102.22,97.9,92.0,122.93,57.3,28.4,28.9
2025-03-01,61,2025-03-01T14:00:00Z,2025-03-01T14:15:00Z,,,,,,,0.0,0.0,0.0
2025-03-01,62,2025-03-01T14:15:00Z,2025-03-01T14:30:00Z,101.0,101.0,101.0,101.0,101.0,101.0,1.0,0.0,1.0
2025-03-01,63,2025-03-01T14:30:00Z,2025-03-01T14:45:00Z,116.29,116.29,109.15,125.46,101.0,125.46,1.6,1.3,0.3
2025-03-01,64,2025-03-01T14:45:00Z,2025-03-01T15:00:00Z,103.2,103.2,93.46,105.0,88.3,118.0,14.4,7.2,7.2
2025-03-01,65,2025-03-01T15:00:00Z,2025-03-01T15:15:00Z,90.68,90.68,90.15,86.6,82.41,94.11,29.6,0.0,29.6
2025-03-01,66,2025-03-01T15:15:00Z,2025-03-01T15:30:00Z,105.61,105.61,105.13,103.0,98.46,110.05,19.7,2.5,17.2
2025-03-01,67,2025-03-01T15:30:00Z,2025-03-01T15:45:00Z,133.42,133.42,132.8,132.36,126.02,136.0,11.4,5.0,6.4
2025-03-01,68,2025-03-01T15:45:00Z,2025-03-01T16:00:00Z,144.21,144.21,142.68,144.9,136.66,146.0,19.6,14.1,5.5
2025-03-01,69,2025-03-01T16:00:00Z,2025-03-01T16:15:00Z,103.12,103.12,92.88,89.9,49.33,114.0,32.3,1.0,31.3
2025-03-01,70,2025-03-01T16:15:00Z,2025-03-01T16:30:00Z,108.79,108.79,100.27,131.79,53.0,131.79,18.5,3.9,14.6
2025-03-01,71,2025-03-01T16:30:00Z,2025-03-01T16:45:00Z,139.59,139.59,134.17,144.11,122.0,147.3,10.1,1.2,8.9
2025-03-01,72,2025-03-01T16:45:00Z,2025-03-01T17:00:00Z,150.4,150.4,148.74,157.8,122.0,157.9,14.4,4.6,9.8
2025-03-01,73,2025-03-01T17:00:00Z,2025-03-01T17:15:00Z,114.36,114.36,102.14,138.31,53.2,138.31,12.1,7.3,4.8
2025-03-01,74,2025-03-01T17:15:00Z,2025-03-01T17:30:00Z,102.23,102.23,86.63,80.0,80.0,133.0,3.1,1.3,1.8
2025-03-01,75,2025-03-01T17:30:00Z,2025-03-01T17:45:00Z,129.27,129.27,92.62,150.0,70.0,150.78,13.2,2.5,10.7
2025-03-01,76,2025-03-01T17:45:00Z,2025-03-01T18:00:00Z,125.69,125.69,126.47,149.0,70.0,187.31,78.1,24.1,54.0
2025-03-01,77,2025-03-01T18:00:00Z,2025-03-01T18:15:00Z,163.47,163.47,157.39,154.6,146.64,166.0,9.6,7.0,2.6
2025-03-01,78,2025-03-01T18:15:00Z,2025-03-01T18:30:00Z,139.81,139.81,136.75,144.7,111.0,148.36,2.6,0.2,2.4
2025-03-01,79,2025-03-01T18:30:00Z,2025-03-01T18:45:00Z,128.46,128.46,123.48,143.42,111.0,143.42,3.7,0.0,3.7
2025-03-01,80,2025-03-01T18:45:00Z,2025-03-01T19:00:00Z,117.84,117.84,113.13,126.73,93.0,136.8,17.9,0.2,17.7
2025-03-01,81,2025-03-01T19:00:00Z,2025-03-01T19:15:00Z,145.15,145.15,145.37,142.4,138.06,160.6,87.5,26.0,61.5
2025-03-01,82,2025-03-01T19:15:00Z,2025-03-01T19:30:00Z,128.85,128.85,129.66,135.6,127.43,135.7,89.0,27.4,61.6
2025-03-01,83,2025-03-01T19:30:00Z,2025-03-01T19:45:00Z,117.05,117.05,120.06,141.01,111.99,141.01,35.2,7.7,27.5
2025-03-01,84,2025-03-01T19:45:00Z,2025-03-01T20:00:00Z,103.29,103.29,106.57,120.7,87.0,120.7,133.8,32.3,101.5
2025-03-01,85,2025-03-01T20:00:00Z,2025-03-01T20:15:00Z,149.46,149.46,144.32,168.9,130.0,168.9,27.7,21.3,6.4
2025-03-01,86,2025-03-01T20:15:00Z,2025-03-01T20:30:00Z,123.47,123.47,122.67,147.98,91.1,155.4,43.0,18.3,24.7
2025-03-01,87,2025-03-01T20:30:00Z,2025-03-01T20:45:00Z,124.41,124.41,124.14,128.2,111.0,131.89,42.3,23.8,18.5
2025-03-01,88,2025-03-01T20:45:00Z,2025-03-01T21:00:00Z,90.67,90.67,94.97,57.0,57.0,105.68,45.8,12.3,33.5
2025-03-01,89,2025-03-01T21:00:00Z,2025-03-01T21:15:00Z,178.1,178.1,142.93,130.0,130.0,197.0,56.2,56.2,0.0
2025-03-01,90,2025-03-01T21:15:00Z,2025-03-01T21:30:00Z,139.82,139.82,132.43,125.39,125.39,143.0,24.4,24.4,0.0
2025-03-01,91,2025-03-01T21:30:00Z,2025-03-01T21:45:00Z,98.89,98.89,97.49,113.39,85.0,113.39,36.9,18.0,18.9
2025-03-01,92,2025-03-01T21:45:00Z,2025-03-01T22:00:00Z,59.0,59.0,58.99,59.0,58.99,59.0,71.3,35.1,36.2
2025-03-01,93,2025-03-01T22:00:00Z,2025-03-01T22:15:00Z,126.84,126.84,128.56,131.6,126.0,137.77,14.5,13.3,1.2
2025-03-01,94,2025-03-01T22:15:00Z,2025-03-01T22:30:00Z,107.84,107.84,105.47,125.02,90.0,126.45,44.4,4.2,40.2
2025-03-01,95,2025-03-01T22:30:00Z,2025-03-01T22:45:00Z,98.83,98.83,94.26,84.5,49.0,126.0,81.6,30.0,51.6
2025-03-01,96,2025-03-01T22:45:00Z,2025-03-01T23:00:00Z,105.76,105.76,100.18,96.12,50.2,126.0,66.0,21.6,44.4
2025-03-02,1,2025-03-01T23:00:00Z,2025-03-01T23:15:00Z,160.31,160.31,137.25,127.82,124.0,187.0,70.1,50.6,19.5
2025-03-02,2,2025-03-01T23:15:00Z,2025-03-01T23:30:00Z,152.63,152.63,139.13,139.79,129.0,189.0,17.6,8.9,8.7
2025-03-02,3,2025-03-01T23:30:00Z,2025-03-01T23:45:00Z,130.45,130.45,127.78,137.45,110.0,137.8,20.1,0.0,20.1
2025-03-02,4,2025-03-01T23:45:00Z,2025-03-02T00:00:00Z,100.67,100.67,99.0,107.2,82.0,110.0,56.8,0.0,56.8
2025-03-02,5,2025-03-02T00:00:00Z,2025-03-02T00:15:00Z,138.5,138.5,138.68,139.21,138.14,139.21,0.6,0.0,0.6
2025-03-02,6,2025-03-02T00:15:00Z,2025-03-02T00:30:00Z,106.53,106.53,112.6,105.0,105.0,124.1,6.7,3.0,3.7
2025-03-02,7,2025-03-02T00:30:00Z,2025-03-02T00:45:00Z,110.66,110.66,108.74,114.18,90.0,117.32,5.8,0.0,5.8
2025-03-02,8,2025-03-02T00:45:00Z,2025-03-02T01:00:00Z,93.19,93.19,93.67,100.48,74.07,100.48,36.4,0.0,36.4
2025-03-02,9,2025-03-02T01:00:00Z,2025-03-02T01:15:00Z,128.81,128.81,127.37,122.81,122.7,130.0,3.6,3.0,0.6
2025-03-02,10,2025-03-02T01:15:00Z,2025-03-02T01:30:00Z,109.67,109.67,107.75,110.05,101.0,110.97,6.3,0.4,5.9
2025-03-02,11,2025-03-02T01:30:00Z,2025-03-02T01:45:00Z,99.69,99.69,100.57,103.71,86.0,104.78,7.6,0.0,7.6
2025-03-02,12,2025-03-02T01:45:00Z,2025-03-02T02:00:00Z,89.37,89.37,90.02,88.09,86.0,96.02,28.6,0.0,28.6
2025-03-02,13,2025-03-02T02:00:00Z,2025-03-02T02:15:00Z,109.1,109.1,109.07,109.63,108.87,109.63,1.0,0.0,1.0
2025-03-02,14,2025-03-02T02:15:00Z,2025-03-02T02:30:00Z,92.95,92.95,94.59,95.1,86.88,101.31,2.1,0.0,2.1
2025-03-02,15,2025-03-02T02:30:00Z,2025-03-02T02:45:00Z,93.34,93.34,90.44,95.52,80.28,95.52,0.7,0.0,0.7
2025-03-02,16,2025-03-02T02:45:00Z,2025-03-02T03:00:00Z,91.82,91.82,89.9,94.71,80.28,94.71,1.0,0.0,1.0
2025-03-02,17,2025-03-02T03:00:00Z,2025-03-02T03:15:00Z,84.04,84.04,82.9,101.45,57.0,105.02,9.8,0.7,9.1
2025-03-02,18,2025-03-02T03:15:00Z,2025-03-02T03:30:00Z,91.64,91.64,89.38,101.35,75.0,101.35,10.4,0.7,9.7
2025-03-02,19,2025-03-02T03:30:00Z,2025-03-02T03:45:00Z,102.61,102.61,101.04,104.14,97.63,104.19,3.5,2.7,0.8
2025-03-02,20,2025-03-02T03:45:00Z,2025-03-02T04:00:00Z,106.24,106.24,103.32,103.1,96.48,117.0,10.8,4.7,6.1
2025-03-02,21,2025-03-02T04:00:00Z,2025-03-02T04:15:00Z,86.64,86.64,91.57,102.22,83.33,102.22,33.4,0.0,33.4
2025-03-02,22,2025-03-02T04:15:00Z,2025-03-02T04:30:00Z,95.99,95.99,95.82,104.78,73.0,104.78,10.7,0.0,10.7
2025-03-02,23,2025-03-02T04:30:00Z,2025-03-02T04:45:00Z,108.53,108.53,106.84,113.39,102.07,113.39,10.4,3.2,7.2
2025-03-02,24,2025-03-02T04:45:00Z,2025-03-02T05:00:00Z,104.73,104.73,105.82,114.8,101.68,114.8,13.0,6.0,7.0
2025-03-02,25,2025-03-02T05:00:00Z,2025-03-02T05:15:00Z,70.33,70.33,87.51,98.1,44.0,101.2,98.4,18.0,80.4
2025-03-02,26,2025-03-02T05:15:00Z,2025-03-02T05:30:00Z,82.24,82.24,88.09,108.6,77.93,108.6,36.2,0.0,36.2
2025-03-02,27,2025-03-02T05:30:00Z,2025-03-02T05:45:00Z,115.06,115.06,115.12,113.69,112.41,117.3,6.4,0.0,6.4
2025-03-02,28,2025-03-02T05:45:00Z,2025-03-02T06:00:00Z,129.01,129.01,129.99,141.2,126.62,141.2,1.6,0.0,1.6
2025-03-02,29,2025-03-02T06:00:00Z,2025-03-02T06:15:00Z,106.25,106.25,107.23,122.8,76.99,126.23,43.3,0.0,43.3
2025-03-02,30,2025-03-02T06:15:00Z,2025-03-02T06:30:00Z,105.11,105.11,121.37,136.97,90.0,136.97,14.4,4.3,10.1
2025-03-02,31,2025-03-02T06:30:00Z,2025-03-02T06:45:00Z,104.86,104.86,112.41,119.27,76.99,132.34,33.2,20.4,12.8
2025-03-02,32,2025-03-02T06:45:00Z,2025-03-02T07:00:00Z,115.88,115.88,116.24,102.4,90.0,122.8,26.0,15.6,10.4
2025-03-02,33,2025-03-02T07:00:00Z,2025-03-02T07:15:00Z,99.09,99.09,102.02,89.3,88.0,119.88,204.5,81.8,122.7
2025-03-02,34,2025-03-02T07:15:00Z,2025-03-02T07:30:00Z,94.58,94.58,88.18,75.1,74.6,106.65,47.5,9.9,37.6
2025-03-02,35,2025-03-02T07:30:00Z,2025-03-02T07:45:00Z,104.49,104.49,104.43,94.09,92.87,116.53,87.4,52.7,34.7
2025-03-02,36,2025-03-02T07:45:00Z,2025-03-02T08:00:00Z,101.04,101.04,98.59,88.26,88.26,104.77,201.4,113.7,87.7
2025-03-02,37,2025-03-02T08:00:00Z,2025-03-02T08:15:00Z,118.4,118.4,123.24,93.0,93.0,131.71,21.1,7.4,13.7
2025-03-02,38,2025-03-02T08:15:00Z,2025-03-02T08:30:00Z,97.57,97.57,97.46,81.8,81.8,106.4,16.8,10.8,6.0
2025-03-02,39,2025-03-02T08:30:00Z,2025-03-02T08:45:00Z,84.16,84.16,87.44,76.25,76.25,96.67,19.9,1.0,18.9
2025-03-02,40,2025-03-02T08:45:00Z,2025-03-02T09:00:00Z,73.02,73.02,75.85,69.15,66.2,83.12,28.4,3.1,25.3
2025-03-02,41,2025-03-02T09:00:00Z,2025-03-02T09:15:00Z,73.33,73.33,87.42,57.49,57.49,104.71,129.3,47.2,82.1
2025-03-02,42,2025-03-02T09:15:00Z,2025-03-02T09:30:00Z,58.07,58.07,61.98,31.36,31.36,82.49,40.0,5.6,34.4
2025-03-02,43,2025-03-02T09:30:00Z,2025-03-02T09:45:00Z,56.97,56.97,59.94,9.48,9.48,72.0,47.8,37.8,10.0
2025-03-02,44,2025-03-02T09:45:00Z,2025-03-02T10:00:00Z,63.33,63.33,48.86,-0.71,-0.71,72.0,97.4,66.1,31.3
2025-03-02,45,2025-03-02T10:00:00Z,2025-03-02T10:15:00Z,50.35,50.35,52.43,52.2,33.95,74.3,31.3,24.9,6.4
2025-03-02,46,2025-03-02T10:15:00Z,2025-03-02T10:30:00Z,40.81,40.81,40.55,20.91,12.11,61.99,23.6,18.3,5.3
2025-03-02,47,2025-03-02T10:30:00Z,2025-03-02T10:45:00Z,20.65,20.65,21.12,-2.41,-2.68,46.5,7.5,4.8,2.7
2025-03-02,48,2025-03-02T10:45:00Z,2025-03-02T11:00:00Z,4.94,4.94,-0.3,-18.8,-26.6,13.91,57.6,49.6,8.0
2025-03-02,49,2025-03-02T11:00:00Z,2025-03-02T11:15:00Z,22.7,22.7,13.8,6.7,-10.75,29.0,36.0,35.4,0.6
2025-03-02,50,2025-03-02T11:15:00Z,2025-03-02T11:30:00Z,9.99,9.99,9.79,-6.55,-25.35,29.0,13.8,13.7,0.1
2025-03-02,51,2025-03-02T11:30:00Z,2025-03-02T11:45:00Z,10.72,10.72,-4.22,-11.8,-31.33,25.0,14.9,4.8,10.1
2025-03-02,52,2025-03-02T11:45:00Z,2025-03-02T12:00:00Z,-2.55,-2.55,-4.85,-29.92,-34.36,27.63,28.8,7.9,20.9
2025-03-02,53,2025-03-02T12:00:00Z,2025-03-02T12:15:00Z,4.94,4.94,-4.79,-19.83,-38.15,15.0,14.8,14.8,0.0
2025-03-02,54,2025-03-02T12:15:00Z,2025-03-02T12:30:00Z,2.0,2.0,-16.27,-14.2,-45.34,13.0,10.1,5.4,4.7
2025-03-02,55,2025-03-02T12:30:00Z,2025-03-02T12:45:00Z,-0.67,-0.67,-11.83,-25.48,-29.94,13.0,34.1,12.1,22.0
2025-03-02,56,2025-03-02T12:45:00Z,2025-03-02T13:00:00Z,-5.19,-5.19,-14.73,-34.57,-34.57,15.0,44.0,15.4,28.6
2025-03-02,57,2025-03-02T13:00:00Z,2025-03-02T13:15:00Z,17.79,17.79,-6.73,-41.3,-49.02,39.0,55.2,38.2,17.0
2025-03-02,58,2025-03-02T13:15:00Z,2025-03-02T13:30:00Z,-16.2,-16.2,-7.92,-29.24,-38.81,56.31,23.0,8.5,14.5
2025-03-02,59,2025-03-02T13:30:00Z,2025-03-02T13:45:00Z,-12.28,-12.28,-9.24,-2.4,-17.4,12.95,21.2,3.4,17.8
2025-03-02,60,2025-03-02T13:45:00Z,2025-03-02T14:00:00Z,25.59,25.59,22.89,4.93,3.6,40.04,65.6,16.6,49.0
2025-03-02,61,2025-03-02T14:00:00Z,2025-03-02T14:15:00Z,48.98,48.98,35.44,7.25,7.25,68.0,16.2,8.2,8.0
2025-03-02,62,2025-03-02T14:15:00Z,2025-03-02T14:30:00Z,-67.08,-67.08,-54.62,-200.01,-200.01,46.09,0.9,0.6,0.3
2025-03-02,63,2025-03-02T14:30:00Z,2025-03-02T14:45:00Z,81.47,81.47,108.27,170.8,77.0,170.8,2.1,1.1,1.0
2025-03-02,64,2025-03-02T14:45:00Z,2025-03-02T15:00:00Z,88.0,88.0,87.33,119.0,68.0,119.0,29.0,14.5,14.5
2025-03-02,65,2025-03-02T15:00:00Z,2025-03-02T15:15:00Z,,,,,,,0.0,0.0,0.0
2025-03-02,66,2025-03-02T15:15:00Z,2025-03-02T15:30:00Z,,,,,,,0.0,0.0,0.0
2025-03-02,67,2025-03-02T15:30:00Z,2025-03-02T15:45:00Z,66.52,66.52,65.0,61.0,61.0,69.0,5.8,2.9,2.9
2025-03-02,68,2025-03-02T15:45:00Z,2025-03-02T16:00:00Z,68.72,68.72,72.14,61.0,61.0,74.01,37.4,18.7,18.7
2025-03-02,69,2025-03-02T16:00:00Z,2025-03-02T16:15:00Z,,,,,,,0.0,0.0,0.0
2025-03-02,70,2025-03-02T16:15:00Z,2025-03-02T16:30:00Z,102.33,102.33,102.33,102.33,102.33,102.33,0.9,0.0,0.9
2025-03-02,71,2025-03-02T16:30:00Z,2025-03-02T16:45:00Z,118.0,118.0,118.0,118.0,118.0,118.0,21.4,10.7,10.7
2025-03-02,72,2025-03-02T16:45:00Z,2025-03-02T17:00:00Z,118.0,118.0,118.0,118.0,118.0,118.0,51.0,25.5,25.5
2025-03-02,73,2025-03-02T17:00:00Z,2025-03-02T17:15:00Z,109.23,109.23,109.23,115.0,89.0,138.17,30.0,18.0,12.0
2025-03-02,74,2025-03-02T17:15:00Z,2025-03-02T17:30:00Z,104.22,104.22,119.0,139.0,99.0,139.0,2.3,1.3,1.0
2025-03-02,75,2025-03-02T17:30:00Z,2025-03-02T17:45:00Z,169.46,169.46,167.79,163.38,163.38,170.0,3.7,2.0,1.7
2025-03-02,76,2025-03-02T17:45:00Z,2025-03-02T18:00:00Z,117.0,117.0,117.0,117.0,117.0,117.0,11.2,5.0,6.2
2025-03-02,77,2025-03-02T18:00:00Z,2025-03-02T18:15:00Z,182.7,182.7,182.86,182.58,182.58,183.0,8.2,7.0,1.2
2025-03-02,78,2025-03-02T18:15:00Z,2025-03-02T18:30:00Z,113.36,113.36,133.6,100.0,100.0,142.0,8.8,5.0,3.8
2025-03-02,79,2025-03-02T18:30:00Z,2025-03-02T18:45:00Z,124.46,124.46,123.02,125.07,122.0,125.07,1.0,0.1,0.9
2025-03-02,80,2025-03-02T18:45:00Z,2025-03-02T19:00:00Z,104.12,104.12,105.24,109.73,103.0,109.73,4.8,2.0,2.8
2025-03-02,81,2025-03-02T19:00:00Z,2025-03-02T19:15:00Z,139.96,139.96,141.72,124.0,124.0,161.0,60.7,45.8,14.9
2025-03-02,82,2025-03-02T19:15:00Z,2025-03-02T19:30:00Z,132.95,132.95,129.78,136.99,41.47,151.0,45.5,34.7,10.8
2025-03-02,83,2025-03-02T19:30:00Z,2025-03-02T19:45:00Z,34.26,34.26,33.12,39.1,18.73,39.1,17.8,8.9,8.9
2025-03-02,84,2025-03-02T19:45:00Z,2025-03-02T20:00:00Z,46.13,46.13,44.32,39.0,30.79,83.0,45.8,22.9,22.9
2025-03-02,85,2025-03-02T20:00:00Z,2025-03-02T20:15:00Z,113.75,113.75,122.74,137.5,106.0,139.87,36.6,22.5,14.1
2025-03-02,86,2025-03-02T20:15:00Z,2025-03-02T20:30:00Z,98.5,98.5,101.0,106.0,91.0,106.0,44.0,22.0,22.0
2025-03-02,87,2025-03-02T20:30:00Z,2025-03-02T20:45:00Z,98.72,98.72,95.0,92.0,90.99,106.0,60.0,30.0,30.0
2025-03-02,88,2025-03-02T20:45:00Z,2025-03-02T21:00:00Z,,,,,,,0.0,0.0,0.0
